Latitude,Longitude,ZipCode,Location
39.296589000000004,-76.615371,21201,[39.296589000000004\, -76.615371]
39.29037,-76.622411,21201,[39.29037\, -76.622411]
39.293779,-76.62393,21201,[39.293779\, -76.62393]
39.320012,-76.609532,21218,[39.320012\, -76.609532]
39.305112,-76.635566,21217,[39.305112\, -76.635566]
39.353595,-76.68417,21215,[39.353595\, -76.68417]
39.286162,-76.618012,21201,[39.286162\, -76.618012]
39.294543,-76.603085,21202,[39.294543\, -76.603085]
39.301928000000004,-76.61026,21202,[39.301928000000004\, -76.61026]
39.305516,-76.61760500000001,21201,[39.305516\, -76.61760500000001]
39.242625,-76.625283,21225,[39.242625\, -76.625283]
39.307759999999995,-76.642965,21217,[39.307759999999995\, -76.642965]
39.294792,-76.623951,21201,[39.294792\, -76.623951]
39.310763,-76.651397,21217,[39.310763\, -76.651397]
39.287293,-76.635223,21223,[39.287293\, -76.635223]
39.300151,-76.57604,21205,[39.300151\, -76.57604]
39.298140999999994,-76.587517,21205,[39.298140999999994\, -76.587517]
39.285686,-76.591406,21231,[39.285686\, -76.591406]
39.285175,-76.646775,21223,[39.285175\, -76.646775]
39.287625,-76.595753,21231,[39.287625\, -76.595753]
39.301361,-76.602739,21202,[39.301361\, -76.602739]
39.290499,-76.59170999999999,21231,[39.290499\, -76.59170999999999]
39.300815,-76.624464,21201,[39.300815\, -76.624464]
39.324669,-76.612491,21218,[39.324669\, -76.612491]
39.30133,-76.605018,21202,[39.30133\, -76.605018]
39.293431,-76.601326,21202,[39.293431\, -76.601326]
39.307428,-76.64389,21217,[39.307428\, -76.64389]
39.297810999999996,-76.581469,21205,[39.297810999999996\, -76.581469]
39.284346,-76.59824499999999,21202,[39.284346\, -76.59824499999999]
39.282815,-76.648393,21223,[39.282815\, -76.648393]
39.292034,-76.602227,21202,[39.292034\, -76.602227]
39.304066999999996,-76.644225,21217,[39.304066999999996\, -76.644225]
39.309232,-76.665669,21216,[39.309232\, -76.665669]
39.292821999999994,-76.622539,21201,[39.292821999999994\, -76.622539]
39.344111,-76.67047,21215,[39.344111\, -76.67047]
39.293019,-76.616777,21201,[39.293019\, -76.616777]
39.310883000000004,-76.648237,21217,[39.310883000000004\, -76.648237]
39.246398,-76.624348,21225,[39.246398\, -76.624348]
39.284448,-76.641438,21223,[39.284448\, -76.641438]
39.304446,-76.634215,21217,[39.304446\, -76.634215]
39.314628000000006,-76.607322,21218,[39.314628000000006\, -76.607322]
39.28882,-76.61371700000001,21202,[39.28882\, -76.61371700000001]
39.250543,-76.631405,21225,[39.250543\, -76.631405]
39.312186,-76.5897,21213,[39.312186\, -76.5897]
39.32215,-76.60950799999999,21218,[39.32215\, -76.60950799999999]
39.244002,-76.62447900000001,21225,[39.244002\, -76.62447900000001]
39.32385,-76.58983,21218,[39.32385\, -76.58983]
39.290451000000004,-76.617674,21201,[39.290451000000004\, -76.617674]
39.289221999999995,-76.623695,21201,[39.289221999999995\, -76.623695]
39.297269,-76.621448,21201,[39.297269\, -76.621448]
39.28698,-76.59571700000001,21231,[39.28698\, -76.59571700000001]
39.337416999999995,-76.662933,21215,[39.337416999999995\, -76.662933]
39.248398,-76.630831,21225,[39.248398\, -76.630831]
39.287825,-76.612135,21202,[39.287825\, -76.612135]
39.308384000000004,-76.639434,21217,[39.308384000000004\, -76.639434]
39.296416,-76.586669,21205,[39.296416\, -76.586669]
39.311245,-76.652804,21216,[39.311245\, -76.652804]
39.282007,-76.611625,21202,[39.282007\, -76.611625]
39.305248,-76.64463,21217,[39.305248\, -76.64463]
39.328972,-76.609427,21218,[39.328972\, -76.609427]
39.299944,-76.626479,21201,[39.299944\, -76.626479]
39.309502,-76.653885,21216,[39.309502\, -76.653885]
39.305112,-76.635566,21217,[39.305112\, -76.635566]
39.300511,-76.664808,21216,[39.300511\, -76.664808]
39.29965,-76.604636,21202,[39.29965\, -76.604636]
39.300222999999995,-76.603785,21202,[39.300222999999995\, -76.603785]
39.292632,-76.594029,21231,[39.292632\, -76.594029]
39.297622,-76.584299,21205,[39.297622\, -76.584299]
39.348089,-76.672387,21215,[39.348089\, -76.672387]
39.245257,-76.620876,21225,[39.245257\, -76.620876]
39.360162,-76.696572,21215,[39.360162\, -76.696572]
39.286269,-76.613998,21202,[39.286269\, -76.613998]
39.340351,-76.666938,21215,[39.340351\, -76.666938]
39.281847,-76.610001,21230,[39.281847\, -76.610001]
39.316860999999996,-76.596464,21218,[39.316860999999996\, -76.596464]
39.296209000000005,-76.619917,21201,[39.296209000000005\, -76.619917]
39.287034000000006,-76.55659200000001,21224,[39.287034000000006\, -76.55659200000001]
39.308893,-76.64494599999999,21217,[39.308893\, -76.64494599999999]
39.242171,-76.62413000000001,21225,[39.242171\, -76.62413000000001]
39.295010999999995,-76.618324,21201,[39.295010999999995\, -76.618324]
39.288789,-76.616271,21201,[39.288789\, -76.616271]
39.312164,-76.582877,21213,[39.312164\, -76.582877]
39.312737,-76.609537,21218,[39.312737\, -76.609537]
39.315424,-76.612717,21218,[39.315424\, -76.612717]
39.290447,-76.61949,21201,[39.290447\, -76.61949]
39.316651,-76.578579,21213,[39.316651\, -76.578579]
39.309498,-76.654149,21216,[39.309498\, -76.654149]
39.28293,-76.651205,21223,[39.28293\, -76.651205]
39.300243,-76.618626,21201,[39.300243\, -76.618626]
39.287110999999996,-76.597126,21231,[39.287110999999996\, -76.597126]
39.341018,-76.667569,21215,[39.341018\, -76.667569]
39.297607,-76.58715,21205,[39.297607\, -76.58715]
39.305242,-76.667005,21216,[39.305242\, -76.667005]
39.281841,-76.593125,21231,[39.281841\, -76.593125]
39.309431,-76.65818,21216,[39.309431\, -76.65818]
39.309508,-76.65599399999999,21216,[39.309508\, -76.65599399999999]
39.287528,-76.62085400000001,21201,[39.287528\, -76.62085400000001]
39.350004,-76.678873,21215,[39.350004\, -76.678873]
39.245923,-76.628299,21225,[39.245923\, -76.628299]
39.245411,-76.62434300000001,21225,[39.245411\, -76.62434300000001]
39.294188,-76.674053,21229,[39.294188\, -76.674053]
39.305455,-76.643906,21217,[39.305455\, -76.643906]
39.310515,-76.64121,21217,[39.310515\, -76.64121]
39.285251,-76.645048,21223,[39.285251\, -76.645048]
39.291598,-76.621002,21201,[39.291598\, -76.621002]
39.310577,-76.61363100000001,21202,[39.310577\, -76.61363100000001]
39.285951000000004,-76.611389,21202,[39.285951000000004\, -76.611389]
39.298553000000005,-76.627313,21201,[39.298553000000005\, -76.627313]
39.312069,-76.591145,21213,[39.312069\, -76.591145]
39.29935,-76.606076,21202,[39.29935\, -76.606076]
39.287696000000004,-76.59243199999999,21231,[39.287696000000004\, -76.59243199999999]
39.340272999999996,-76.671485,21215,[39.340272999999996\, -76.671485]
39.320479,-76.59277,21218,[39.320479\, -76.59277]
39.302594,-76.632024,21217,[39.302594\, -76.632024]
39.287619,-76.63668,21223,[39.287619\, -76.63668]
39.302434000000005,-76.663527,21216,[39.302434000000005\, -76.663527]
39.292946,-76.601831,21202,[39.292946\, -76.601831]
39.321773,-76.57381099999999,21213,[39.321773\, -76.57381099999999]
39.300916,-76.611038,21202,[39.300916\, -76.611038]
39.300042,-76.604741,21202,[39.300042\, -76.604741]
39.287529,-76.635958,21223,[39.287529\, -76.635958]
39.245169,-76.62735699999999,21225,[39.245169\, -76.62735699999999]
39.293915000000005,-76.621199,21201,[39.293915000000005\, -76.621199]
39.286452000000004,-76.616191,21201,[39.286452000000004\, -76.616191]
39.248112,-76.630521,21225,[39.248112\, -76.630521]
39.303782,-76.60793000000001,21202,[39.303782\, -76.60793000000001]
39.288624,-76.60883199999999,21202,[39.288624\, -76.60883199999999]
39.292495,-76.610355,21202,[39.292495\, -76.610355]
39.318148,-76.609463,21218,[39.318148\, -76.609463]
39.333873,-76.66403100000001,21215,[39.333873\, -76.66403100000001]
39.283761,-76.60462,21202,[39.283761\, -76.60462]
39.307471,-76.64361,21217,[39.307471\, -76.64361]
39.284172,-76.649825,21223,[39.284172\, -76.649825]
39.304624,-76.61636999999999,21201,[39.304624\, -76.61636999999999]
39.290572999999995,-76.589106,21231,[39.290572999999995\, -76.589106]
39.250271999999995,-76.632756,21225,[39.250271999999995\, -76.632756]
39.31158,-76.65001099999999,21217,[39.31158\, -76.65001099999999]
39.298066,-76.575066,21205,[39.298066\, -76.575066]
39.308178000000005,-76.66476999999999,21216,[39.308178000000005\, -76.66476999999999]
39.300702,-76.626653,21201,[39.300702\, -76.626653]
39.296184999999994,-76.665097,21216,[39.296184999999994\, -76.665097]
39.248153,-76.629757,21225,[39.248153\, -76.629757]
39.299569,-76.62782,21201,[39.299569\, -76.62782]
39.283275,-76.642089,21223,[39.283275\, -76.642089]
39.291542,-76.593944,21231,[39.291542\, -76.593944]
39.356444,-76.689695,21215,[39.356444\, -76.689695]
39.299716,-76.60354699999999,21202,[39.299716\, -76.60354699999999]
39.298807000000004,-76.583721,21205,[39.298807000000004\, -76.583721]
39.287665000000004,-76.594826,21231,[39.287665000000004\, -76.594826]
39.307301,-76.644213,21217,[39.307301\, -76.644213]
39.297951,-76.578631,21205,[39.297951\, -76.578631]
39.298897,-76.609951,21202,[39.298897\, -76.609951]
39.307862,-76.64510600000001,21217,[39.307862\, -76.64510600000001]
39.303537,-76.63564699999999,21217,[39.303537\, -76.63564699999999]
39.283694,-76.646686,21223,[39.283694\, -76.646686]
39.298041,-76.573087,21205,[39.298041\, -76.573087]
39.284603999999995,-76.59356600000001,21231,[39.284603999999995\, -76.59356600000001]
