"CrimeDate","CrimeTime","CrimeCode","Location","Description","Inside\/Outside","Weapon","Post","District","Neighborhood","Longitude","Latitude","Location 1","Premise","vri_name1","Total Incidents"
1546214400000,"13:30:00","5D","2300 ORLEANS ST","BURGLARY","I",null,221,"SOUTHEAST","PATTERSON PLACE",-76.584173,39.295517,null,"OTHER - INSIDE",null,1
1546214400000,"07:35:00","5C","5600 CLEARSPRING RD","BURGLARY","I",null,523,"NORTHERN","MID-GOVANS",-76.606282,39.358541,null,"ROW\/TOWNHOUSE-OCC",null,1
1546214400000,"17:30:00","5A","1700 S CHARLES ST","BURGLARY","I",null,942,"SOUTHERN","S.B.I.C.",-76.6136094118,39.2699190563,null,"ROW\/TOWNHOUSE-OCC",null,1
1546214400000,"12:30:00","5D","1400 EDMONDSON AVE","BURGLARY","I",null,713,"WESTERN","HARLEM PARK",-76.640384,39.295351,null,"RELIGIOUS  INSTITUTI","Central",1
1546214400000,"08:00:00","5D","1400 LIGHT ST","BURGLARY","I",null,942,"SOUTHERN","S.B.I.C.",-76.6118753927,39.2733447578,null,"GARAGE ON PRIV. PROP",null,1
1546214400000,"20:00:00","5A","2500 EUTAW PL","BURGLARY","I",null,133,"CENTRAL","RESERVOIR HILL",-76.638411,39.31505,null,"ROW\/TOWNHOUSE-OCC",null,1
1546214400000,"11:00:00","5A","0 W 20TH ST","BURGLARY","I",null,141,"CENTRAL","CHARLES NORTH",-76.617044,39.31218,null,"APT\/CONDO - OCCUPIED",null,1
1546214400000,"15:30:00","5D","2100 WASHINGTON BLVD","BURGLARY",null,null,935,"SOUTHERN","CARROLL PARK",-76.645984,39.272348,null,null,null,1
1546214400000,"15:24:00","5A","1600 N BROADWAY","BURGLARY","I",null,343,"EASTERN","OLIVER",-76.595082,39.308795,null,"ROW\/TOWNHOUSE-OCC","Eastern 1",1
1546214400000,"21:00:00","5A","4100 SAINT GEORGES AVE","BURGLARY","I",null,542,"NORTHERN","PEN LUCY",-76.601104,39.340786,null,"APT\/CONDO - OCCUPIED",null,1
1546214400000,"12:31:00","5A","5500 LAURELTON AVE","BURGLARY","I",null,423,"NORTHEAST","HARFORD-ECHODALE-PER",-76.569702,39.35663,null,"ROW\/TOWNHOUSE-OCC",null,1
1546128000000,"12:30:00","5A","1000 E NORTHERN PKWY","BURGLARY","I",null,523,"NORTHERN","CHINQUAPIN PARK\/BELV",-76.6013164654,39.3652339039,null,"ROW\/TOWNHOUSE-OCC",null,1
1546128000000,"01:46:00","5B","1000 CHURCH ST","BURGLARY","I",null,911,"SOUTHERN","CURTIS BAY",-76.597151,39.221556,null,"ROW\/TOWNHOUSE-OCC",null,1
1546128000000,"12:33:00","5B","500 N EAST AVE","BURGLARY","I",null,224,"SOUTHEAST","ELLWOOD PARK\/MONUMEN",-76.5719222524,39.2976162864,null,"ROW\/TOWNHOUSE-OCC",null,1
1546128000000,"16:00:00","5A","2800 E NORTHERN PKWY","BURGLARY","I",null,424,"NORTHEAST","NORTH HARFORD ROAD",-76.5557461533,39.3646817624,null,"ROW\/TOWNHOUSE-OCC",null,1
1546128000000,"13:52:00","5A","4200 SEIDEL AVE","BURGLARY","I",null,442,"NORTHEAST","FRANKFORD",-76.5622777613,39.3292298578,null,"ROW\/TOWNHOUSE-OCC",null,1
1546128000000,"21:00:00","5D","800 WASHINGTON BLVD","BURGLARY","I",null,932,"SOUTHERN","WASHINGTON VILLAGE",-76.630579,39.282885,null,"OTHER - INSIDE",null,1
1546128000000,"14:00:00","5D","0 S STOCKTON ST","BURGLARY","I",null,931,"SOUTHERN","HOLLINS PARK",-76.637445,39.288086,null,"RELIGIOUS  INSTITUTI",null,1
1546128000000,"23:15:00","5A","2200 W PRATT ST","BURGLARY","I",null,841,"SOUTHWEST","CARROLLTON RIDGE",-76.6516322318,39.2847483508,null,"ROW\/TOWNHOUSE-OCC","Tri-District",1
1546128000000,"02:00:00","5A","100 S POTOMAC ST","BURGLARY","I",null,222,"SOUTHEAST","BALTIMORE-LINWOOD",-76.5747108585,39.2907880621,null,"ROW\/TOWNHOUSE-OCC",null,1
1546128000000,"16:30:00","5A","2600 W NORTH AVE","BURGLARY",null,null,731,"WESTERN","MONDAWMIN",-76.6603496574,39.3109156292,null,null,null,1
1546128000000,"10:00:00","5D","1400 LIGHT ST","BURGLARY","O",null,942,"SOUTHERN","S.B.I.C.",-76.611999,39.274186,null,"SHED\/GARAGE",null,1
1546128000000,"02:00:00","5A","2800 SEAMON AVE","BURGLARY","I",null,922,"SOUTHERN","CHERRY HILL",-76.6190700836,39.2528925968,null,"ROW\/TOWNHOUSE-OCC",null,1
1546128000000,"21:30:00","5C","3100 E FAIRMOUNT AVE","BURGLARY","I",null,222,"SOUTHEAST","BALTIMORE-LINWOOD",-76.5730101351,39.2934978034,null,"ROW\/TOWNHOUSE-OCC",null,1
1546128000000,"01:17:00","5B","800 SAINT DUNSTANS RD","BURGLARY","I",null,523,"NORTHERN","MID-GOVANS",-76.603402,39.360716,null,"ROW\/TOWNHOUSE-OCC",null,1
1546041600000,"17:00:00","5D","2100 WASHINGTON BLVD","BURGLARY","I",null,935,"SOUTHERN","CARROLL PARK",-76.645984,39.272348,null,"GARAGE ON PRIV. PROP",null,1
1546041600000,"20:10:00","5B","2500 SEAMON AVE","BURGLARY","I",null,922,"SOUTHERN","CHERRY HILL",-76.6222425384,39.2533864198,null,"APT\/CONDO - OCCUPIED",null,1
1546041600000,"20:15:00","5A","6100 CHINQUAPIN PKWY","BURGLARY","I",null,522,"NORTHERN","GLEN OAKS",-76.599393,39.367992,null,"ROW\/TOWNHOUSE-OCC",null,1
1546041600000,"17:00:00","5A","400 MILLINGTON AVE","BURGLARY","I",null,841,"SOUTHWEST","MILL HILL",-76.6566654179,39.2807077277,null,"ROW\/TOWNHOUSE-VAC",null,1
1546041600000,"13:30:00","5B","1400 CHERRY ST","BURGLARY","O",null,911,"SOUTHERN","CURTIS BAY",-76.5905135074,39.2221153269,null,"STREET",null,1
1546041600000,"21:53:00","5C","0 S REGESTER ST","BURGLARY","I",null,212,"SOUTHEAST","WASHINGTON HILL",-76.5924997345,39.2905418348,null,"ROW\/TOWNHOUSE-OCC",null,1
1546041600000,"21:58:00","5D","2100 N CHARLES ST","BURGLARY","I",null,514,"NORTHERN","CHARLES NORTH",-76.616392731,39.313693341,null,"BARBER\/BEAUTY SHOP",null,1
1546041600000,"19:00:00","5A","300 S PAYSON ST","BURGLARY","O",null,934,"SOUTHERN","CARROLLTON RIDGE",-76.64885,39.292083,null,"YARD","Tri-District",1
1546041600000,"09:00:00","5B","2400 BRIDGEHAMPTON DR","BURGLARY","I",null,423,"NORTHEAST","HARFORD-ECHODALE-PER",-76.5649638626,39.3705250093,null,"ROW\/TOWNHOUSE-OCC",null,1
1546041600000,"15:00:00","5A","1600 E 28TH ST","BURGLARY",null,null,411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.592387,39.323891,null,null,null,1
1546041600000,"09:29:00","5C","400 N EDGEWOOD ST","BURGLARY",null,null,843,"SOUTHWEST","ALLENDALE",-76.675397,39.292057,null,null,null,1
1546041600000,"09:30:00","5B","1500 BURNWOOD RD","BURGLARY",null,null,415,"NORTHEAST","PERRING LOCH",-76.5885894212,39.353894544,null,null,null,1
1546041600000,"16:20:00","5C","2600 E HOFFMAN ST","BURGLARY","I",null,332,"EASTERN","BEREA",-76.580889,39.306989,null,"ROW\/TOWNHOUSE-OCC",null,1
1546041600000,"17:30:00","5D","3700 WEST BAY AV","BURGLARY","I",null,913,"SOUTHERN",null,-76.5951075488,39.2323135885,null,"RELIGIOUS  INSTITUTI","Brooklyn",1
1545955200000,"01:01:00","5A","4300 W FOREST PARK AVE","BURGLARY","I",null,641,"NORTHWEST","FOREST PARK\/GOLF COU",-76.690392,39.323439,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"02:00:00","5A","2400 LIBERTY HEIGHTS AVE","BURGLARY","I",null,611,"NORTHWEST","LIBERTY SQUARE",-76.6541597663,39.3189192872,null,"ROW\/TOWNHOUSE-VAC",null,1
1545955200000,"10:00:00","5A","1500 MADISON AVE","BURGLARY","I",null,132,"CENTRAL","MADISON PARK",-76.629097,39.304771,null,"APT\/CONDO - VACANT",null,1
1545955200000,"13:00:00","5B","3600 9TH ST","BURGLARY","I",null,913,"SOUTHERN","BROOKLYN",-76.598092,39.234285,null,"APT\/CONDO - OCCUPIED","Brooklyn",1
1545955200000,"06:07:00","5D","600 GRUNDY ST","BURGLARY","O",null,233,"SOUTHEAST","BREWERS HILL",-76.5632431635,39.2855246804,null,"YARD",null,1
1545955200000,"09:00:00","5A","2800 VIRGINIA AVE","BURGLARY",null,null,532,"NORTHERN","PARKLANE",-76.662390337,39.3450511953,null,null,null,1
1545955200000,"10:03:00","5A","2500 MANHATTAN AVE","BURGLARY",null,null,533,"NORTHERN","MOUNT WASHINGTON",-76.6714592312,39.3587757131,null,null,null,1
1545955200000,"17:00:00","5A","900 E BALTIMORE ST","BURGLARY","I",null,211,"SOUTHEAST","JONESTOWN",-76.603567,39.290337,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"07:00:00","5D","300 S WOODYEAR ST","BURGLARY",null,null,935,"SOUTHERN","NEW SOUTHWEST\/MOUNT CLARE",-76.638522,39.284188,null,null,"Tri-District",1
1545955200000,"17:00:00","5A","600 S HANOVER ST","BURGLARY","I",null,941,"SOUTHERN","OTTERBEIN",-76.616142946,39.2814274475,null,"APT\/CONDO - OCCUPIED",null,1
1545955200000,"09:00:00","5A","1200 N DECKER AVE","BURGLARY","I",null,332,"EASTERN","BEREA",-76.574952,39.305321,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"13:03:00","5A","3700 CHESHOLM RD","BURGLARY","I",null,812,"SOUTHWEST","FAIRMOUNT",-76.683398547,39.30942712,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"02:32:00","5A","2100 BOLTON ST","BURGLARY","I",null,133,"CENTRAL","RESERVOIR HILL",-76.6299377531,39.3120521198,null,"APT\/CONDO - OCCUPIED",null,1
1545955200000,"15:24:00","5A","2500 HAMILTON AVE","BURGLARY",null,null,423,"NORTHEAST","HARFORD-ECHODALE-PER",-76.565954,39.355973,null,null,null,1
1545955200000,"12:30:00","5A","3600 W FOREST PARK AVE","BURGLARY","I",null,642,"NORTHWEST","FOREST PARK",-76.6787454164,39.3249415334,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"17:45:00","5A","5000 E EAGER ST","BURGLARY","I",null,433,"NORTHEAST","ARMISTEAD GARDENS",-76.553582,39.30505,null,"ROW\/TOWNHOUSE-OCC",null,1
1545955200000,"00:00:00","5F","1400 LIGHT ST","BURGLARY","I",null,942,"SOUTHERN",null,-76.611836,39.27359,null,"OTHER - INSIDE",null,1
1545955200000,"10:30:00","5A","600 S PAYSON ST","BURGLARY",null,null,934,"SOUTHERN","CARROLLTON RIDGE",-76.647264,39.28066,null,null,null,1
1545955200000,"12:00:00","5A","1000 VINE ST","BURGLARY","I",null,712,"WESTERN","POPPLETON",-76.634908,39.290431,null,"APT\/CONDO - OCCUPIED",null,1
1545955200000,"02:00:00","5D","3600 FAIRHAVEN AVE","BURGLARY","I",null,911,"SOUTHERN","CURTIS BAY",-76.590603,39.232115,null,"OTHER - INSIDE",null,1
1545955200000,"08:00:00","5A","3200 BRENDAN AVE","BURGLARY","I",null,432,"NORTHEAST","BELAIR-EDISON",-76.5731826564,39.3258060926,null,"ROW\/TOWNHOUSE-OCC","Northeastern",1
1545868800000,"20:30:00","5D","2100 W PRATT ST","BURGLARY","I",null,841,"SOUTHWEST","CARROLLTON RIDGE",-76.649994,39.284987,null,"OTHER - INSIDE","Tri-District",1
1545868800000,"14:00:00","5B","2300 WINDSOR AVE","BURGLARY",null,null,731,"WESTERN","MONDAWMIN",-76.655083,39.312343,null,null,"Western",1
1545868800000,"13:27:00","5A","3800 W COLD SPRING LN","BURGLARY",null,null,642,"NORTHWEST","DOLFIELD",-76.6802185355,39.3352700888,null,null,null,1
1545868800000,"05:00:00","5A","200 S STRICKER ST","BURGLARY","I",null,935,"SOUTHERN","NEW SOUTHWEST\/MOUNT CLARE",-76.6408094507,39.2850891717,null,"ROW\/TOWNHOUSE-OCC","Tri-District",1
1545868800000,"11:00:00","5B","5400 PARKSIDE PL","BURGLARY","I",null,444,"NORTHEAST","FRANKFORD",-76.5388678784,39.3190080488,null,"ROW\/TOWNHOUSE-OCC",null,1
1545868800000,"01:00:00","5B","5100 GROTON RD","BURGLARY","I",null,441,"NORTHEAST","CEDONIA",-76.5301883958,39.325379277,null,"ROW\/TOWNHOUSE-OCC",null,1
1545868800000,"17:00:00","5A","200 N WASHINGTON ST","BURGLARY","I",null,212,"SOUTHEAST","MIDDLE EAST",-76.5892875255,39.2943129543,null,"APT\/CONDO - OCCUPIED",null,1
1545868800000,"15:00:00","5D","400 N HOWARD ST","BURGLARY","I",null,111,"CENTRAL","DOWNTOWN",-76.6193076425,39.2942798717,null,"OTHER - INSIDE",null,1
1545868800000,"11:00:00","5C","1800 RAMSAY ST","BURGLARY","I",null,934,"SOUTHERN","CARROLLTON RIDGE",-76.6459724137,39.283192358,null,"ROW\/TOWNHOUSE-OCC","Tri-District",1
1545868800000,"06:40:00","5B","1700 GWYNNS FALLS PKWY","BURGLARY",null,null,732,"WESTERN","WOODBROOK",-76.649859,39.317362,null,null,null,1
1545868800000,"18:00:00","5A","2600 MADISON AVE","BURGLARY","I",null,133,"CENTRAL","RESERVOIR HILL",-76.640111,39.314982,null,"APT\/CONDO - OCCUPIED",null,1
1545868800000,"21:55:00","5A","3500 BOSTON ST","BURGLARY","I",null,233,"SOUTHEAST","CANTON INDUSTRIAL AREA",-76.566931,39.27701,null,"ROW\/TOWNHOUSE-OCC",null,1
1545782400000,"17:00:00","5D","4900 BELAIR RD","BURGLARY","I",null,443,"NORTHEAST","FRANKFORD",-76.5563562014,39.3347911595,null,"GROCERY\/CONFECTION",null,1
1545782400000,"19:30:00","5A","700 N LUZERNE AVE","BURGLARY","I",null,323,"EASTERN","MILTON-MONTFORD",-76.580942271,39.2992843098,null,"ROW\/TOWNHOUSE-VAC","Eastern 2",1
1545782400000,"15:30:00","5A","600 DUMBARTON AVE","BURGLARY","I",null,542,"NORTHERN","PEN LUCY",-76.6058358256,39.3381221707,null,"ROW\/TOWNHOUSE-OCC",null,1
1545782400000,"22:00:00","5A","3200 LOHRS LN","BURGLARY","I",null,842,"SOUTHWEST","CARROLL-SOUTH HILTON",-76.6714959318,39.284891753,null,"ROW\/TOWNHOUSE-VAC",null,1
1545782400000,"19:18:00","5A","1900 W NORTH AVE","BURGLARY","I",null,741,"WESTERN","EASTERWOOD",-76.6491824449,39.3094920729,null,"ROW\/TOWNHOUSE-OCC","Western",1
1545782400000,"10:30:00","5D","300 PARKIN ST","BURGLARY","O",null,932,"SOUTHERN","WASHINGTON VILLAGE",-76.630352,39.28426,null,"SHED\/GARAGE",null,1
1545782400000,"13:00:00","5A","3600 MOUNT PLEASANT AVE","BURGLARY","I",null,223,"SOUTHEAST","BALTIMORE HIGHLANDS",-76.5670212105,39.2909699799,null,"ROW\/TOWNHOUSE-OCC",null,1
1545782400000,"17:00:00","5A","1000 EDMONDSON AVE","BURGLARY","I",null,713,"WESTERN","HARLEM PARK",-76.634794,39.295599,null,"ROW\/TOWNHOUSE-VAC","Central",1
1545782400000,"11:00:00","5A","1100 CARROLL ST","BURGLARY","I",null,932,"SOUTHERN","WASHINGTON VILLAGE",-76.632338,39.2814,null,"ROW\/TOWNHOUSE-OCC",null,1
1545782400000,"19:30:00","5A","2600 ASHLAND AVE","BURGLARY","I",null,323,"EASTERN","MADISON EASTEND",-76.5801071524,39.3010255163,null,"ROW\/TOWNHOUSE-OCC","Eastern 2",1
1545782400000,"07:00:00","5A","1200 SLATER RD","BURGLARY","I",null,922,"SOUTHERN","CHERRY HILL",-76.6321889216,39.2491156017,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"00:00:00","5A","800 EXETER HALL AVE","BURGLARY",null,null,513,"NORTHERN","BETTER WAVERLY",-76.6061438395,39.3224483978,null,null,null,1
1545696000000,"15:13:00","5D","5700 WABASH AVE","BURGLARY","I",null,622,"NORTHWEST","SETON BUSINESS PARK",-76.699128906,39.3475343425,null,"DEPARTMENT STORE",null,1
1545696000000,"18:39:00","5A","400 N ATHOL AVE","BURGLARY","I",null,822,"SOUTHWEST","UPLANDS",-76.6892542996,39.2910200737,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"09:00:00","5A","1500 MADISON AVE","BURGLARY","I",null,132,"CENTRAL","MADISON PARK",-76.6292130608,39.3048724774,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"14:56:00","5D","2800 RIGGS AVE","BURGLARY","I",null,814,"SOUTHWEST","WINCHESTER",-76.6636600148,39.3003607429,null,"SCHOOL",null,1
1545696000000,"05:30:00","5C","300 HOMELAND SOUTHWAY","BURGLARY","I",null,521,"NORTHERN","VILLAGES OF HOMELAND",-76.614742,39.351678,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"09:00:00","5A","2700 N HOWARD ST","BURGLARY","I",null,511,"NORTHERN","REMINGTON",-76.6202101458,39.3216621397,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"16:00:00","5D","5500 LOTHIAN RD","BURGLARY","I",null,523,"NORTHERN","CAMERON VILLAGE",-76.6021616383,39.3563825475,null,"APT\/CONDO - OCCUPIED",null,1
1545696000000,"08:00:00","5A","3400 ELLAMONT RD","BURGLARY","I",null,643,"NORTHWEST","ASHBURTON",-76.6693167089,39.3238857251,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"13:47:00","5A","3000 MATHEWS ST","BURGLARY","I",null,513,"NORTHERN","BETTER WAVERLY",-76.6068695404,39.3253536695,null,"ROW\/TOWNHOUSE-OCC",null,1
1545696000000,"02:38:00","5D","3600 POTEE ST","BURGLARY","I",null,913,"SOUTHERN","BROOKLYN",-76.6109432186,39.2387424893,null,"CONVENIENCE STORE",null,1
1545696000000,"18:00:00","5A","3700 2ND ST","BURGLARY","I",null,913,"SOUTHERN","BROOKLYN",-76.6093780445,39.2365716689,null,"ROW\/TOWNHOUSE-VAC",null,1
1545696000000,"14:43:00","5D","200 N FRANKLINTOWN RD","BURGLARY","I",null,842,"SOUTHWEST","PENROSE\/FAYETTE ST OUTREACH",-76.6636235166,39.2909877338,null,"OTHER - INSIDE",null,1
1545696000000,"11:00:00","5D","2900 HALCYON AVE","BURGLARY","I",null,421,"NORTHEAST","LAURAVILLE",-76.5682582116,39.3459352323,null,"GARAGE ON PRIV. PROP",null,1
1545609600000,"14:30:00","5A","500 BLOOM ST","BURGLARY",null,null,131,"CENTRAL","DRUID HEIGHTS",-76.636861,39.307868,null,null,null,1
1545609600000,"10:00:00","5A","1100 E PRESTON ST","BURGLARY","I",null,343,"EASTERN","OLIVER",-76.602731,39.305061,null,"ROW\/TOWNHOUSE-OCC",null,1
1545609600000,"23:01:00","5C","0 N MORLEY ST","BURGLARY","I",null,842,"SOUTHWEST","SAINT JOSEPHS",-76.6734428074,39.2874151324,null,"ROW\/TOWNHOUSE-OCC",null,1
1545609600000,"21:00:00","5D","1200 CAMBRIA ST","BURGLARY","I",null,911,"SOUTHERN","CURTIS BAY",-76.593309,39.232829,null,"SCHOOL",null,1
1545609600000,"15:30:00","5A","1700 SULGRAVE AVE","BURGLARY","I",null,533,"NORTHERN","MOUNT WASHINGTON",-76.6536509759,39.3667429566,null,"ROW\/TOWNHOUSE-OCC",null,1
1545609600000,"13:00:00","5A","4300 SEMINOLE AVE","BURGLARY","I",null,822,"SOUTHWEST","CURTIS BAY INDUSTRIAL AREA",-76.693565341,39.2978716891,null,"APT\/CONDO - OCCUPIED",null,1
1545609600000,"16:36:00","5A","2400 DRUID HILL AVE","BURGLARY","I",null,733,"WESTERN","PENN NORTH",-76.6396678335,39.3117789176,null,"ROW\/TOWNHOUSE-OCC",null,1
1545609600000,"20:29:00","5A","2400 E FAIRMOUNT AVE","BURGLARY","I",null,221,"SOUTHEAST","PATTERSON PLACE",-76.582614,39.293118,null,"ROW\/TOWNHOUSE-OCC",null,1
1545609600000,"11:00:00","5A","2000 RAMSAY ST","BURGLARY","I",null,934,"SOUTHERN","CARROLLTON RIDGE",-76.6491294121,39.2830263031,null,"ROW\/TOWNHOUSE-VAC","Tri-District",1
1545609600000,"03:00:00","5B","2200 PELHAM AVE","BURGLARY",null,null,431,"NORTHEAST","MAYFIELD",-76.5793270563,39.3302810519,null,null,null,1
1545609600000,"16:00:00","5A","2800 KENTUCKY AVE","BURGLARY","I",null,432,"NORTHEAST","BELAIR-EDISON",-76.5723493034,39.324867222,null,"ROW\/TOWNHOUSE-OCC",null,1
1545609600000,"04:24:00","5D","4600 CURTIS AVE","BURGLARY","I",null,911,"SOUTHERN","CURTIS BAY",-76.5868027675,39.2245443721,null,"BAR",null,1
1545609600000,"15:00:00","5A","2000 BRADDISH AVE","BURGLARY","I",null,811,"SOUTHWEST","WALBROOK",-76.6613131109,39.3107309156,null,"ROW\/TOWNHOUSE-OCC",null,1
1545609600000,"16:00:00","5A","3600 W LEXINGTON ST","BURGLARY","I",null,843,"SOUTHWEST","ALLENDALE",-76.677347625,39.2902495561,null,"ROW\/TOWNHOUSE-OCC",null,1
1545609600000,"17:24:00","5A","400 LOUDON AVE","BURGLARY",null,null,824,"SOUTHWEST","ALLENDALE",-76.6827301071,39.2917975326,null,null,null,1
1545609600000,"05:27:00","5A","200 W MONUMENT ST","BURGLARY","I",null,142,"CENTRAL","MOUNT VERNON",-76.6188269337,39.2976768757,null,"APT\/CONDO - OCCUPIED",null,1
1545609600000,"09:00:00","5A","200 N BRUCE ST","BURGLARY",null,null,711,"WESTERN","FRANKLIN SQUARE",-76.6444903455,39.2918492374,null,null,null,1
1545523200000,"14:00:00","5A","4800 LORELLY AVE","BURGLARY","I",null,443,"NORTHEAST","FRANKFORD",-76.5475512086,39.3161884222,null,"APT\/CONDO - OCCUPIED",null,1
1545523200000,"19:00:00","5A","2100 N SMALLWOOD ST","BURGLARY","I",null,731,"WESTERN","MONDAWMIN",-76.6531406277,39.3126339756,null,"ROW\/TOWNHOUSE-OCC","Western",1
1545523200000,"17:00:00","5A","4800 REISTERSTOWN RD","BURGLARY","I",null,614,"NORTHWEST","CENTRAL PARK HEIGHTS",-76.676281,39.341731,null,"ROW\/TOWNHOUSE-OCC","Northwestern",1
1545523200000,"01:00:00","5A","2200 PELHAM AVE","BURGLARY","I",null,431,"NORTHEAST","MAYFIELD",-76.579517,39.330395,null,"ROW\/TOWNHOUSE-OCC",null,1
1545523200000,"15:00:00","5A","1300 HERKIMER ST","BURGLARY","I",null,932,"SOUTHERN","WASHINGTON VILLAGE",-76.6377704668,39.281752686,null,"ROW\/TOWNHOUSE-OCC",null,1
1545523200000,"16:12:00","5D","1100 WHITMORE AVE","BURGLARY",null,null,723,"WESTERN","BRIDGEVIEW\/GREENLAWN",-76.6582178612,39.3006122914,null,null,null,1
1545523200000,"17:00:00","5A","2200 PELHAM AVE","BURGLARY","I",null,431,"NORTHEAST","MAYFIELD",-76.5793566358,39.3302999724,null,"ROW\/TOWNHOUSE-OCC",null,1
1545523200000,"22:00:00","5A","200 S STRICKER ST","BURGLARY","I",null,935,"SOUTHERN","NEW SOUTHWEST\/MOUNT CLARE",-76.6408094507,39.2850891717,null,"ROW\/TOWNHOUSE-OCC","Tri-District",1
1545523200000,"14:30:00","5D","3300 E MADISON ST","BURGLARY","I",null,333,"EASTERN","ORANGEVILLE INDUSTRIAL AREA",-76.5721041563,39.3002529866,null,"OTHER - INSIDE",null,1
1545523200000,"14:30:00","5A","3800 CEDARDALE RD","BURGLARY","I",null,643,"NORTHWEST","ASHBURTON",-76.6725728133,39.3314892867,null,"ROW\/TOWNHOUSE-OCC",null,1
1545523200000,"19:30:00","5A","4700 FAIRHAVEN AVE","BURGLARY","I",null,911,"SOUTHERN","CURTIS BAY",-76.5898023686,39.2234725291,null,"ROW\/TOWNHOUSE-OCC",null,1
1545523200000,"14:00:00","5B","1100 INNER CIR","BURGLARY","I",null,911,"SOUTHERN","CURTIS BAY",-76.59437,39.230358,null,"ROW\/TOWNHOUSE-OCC",null,1
1545523200000,"18:50:00","5D","600 W PATAPSCO AVE","BURGLARY","I",null,922,"SOUTHERN","CHERRY HILL",-76.6241355411,39.2408157038,null,"CAR  REPAIR SHOP",null,1
1545523200000,"09:30:00","5A","4400 FAIRHAVEN AVE","BURGLARY","I",null,911,"SOUTHERN","CURTIS BAY",-76.5900888814,39.2258351683,null,"ROW\/TOWNHOUSE-OCC",null,1
1545523200000,"01:00:00","5A","2300 CEDLEY ST","BURGLARY","I",null,921,"SOUTHERN","WESTPORT",-76.632666211,39.2620698597,null,"VACANT BUILDING",null,1
1545523200000,"19:00:00","5A","4400 FAIRHAVEN AVE","BURGLARY","I",null,911,"SOUTHERN","CURTIS BAY",-76.5900888814,39.2258351683,null,"ROW\/TOWNHOUSE-OCC",null,1
1545523200000,"00:00:00","5A","2500 OSWEGO AVE","BURGLARY","I",null,533,"NORTHERN","GREENSPRING",-76.6594254024,39.3370228366,null,"ROW\/TOWNHOUSE-VAC",null,1
1545523200000,"13:57:00","5B","3600 ELMORA AVE","BURGLARY","I",null,432,"NORTHEAST","BELAIR-EDISON",-76.5680669489,39.3158735101,null,"ROW\/TOWNHOUSE-VAC",null,1
1545523200000,"14:45:00","5A","400 WHITRIDGE AVE","BURGLARY","I",null,513,"NORTHERN","HARWOOD",-76.6104019823,39.3215888428,null,"ROW\/TOWNHOUSE-OCC",null,1
1545523200000,"19:33:00","5A","300 N CALHOUN ST","BURGLARY","I",null,711,"WESTERN","FRANKLIN SQUARE",-76.639731,39.292334,null,"APT\/CONDO - OCCUPIED",null,1
1545523200000,"19:33:00","5A","300 N CALHOUN ST","BURGLARY",null,null,711,"WESTERN","FRANKLIN SQUARE",-76.639731,39.292334,null,null,null,1
1545523200000,"10:00:00","5A","1500 COVINGTON ST","BURGLARY","I",null,943,"SOUTHERN","RIVERSIDE",-76.6067020439,39.2723528589,null,"ROW\/TOWNHOUSE-OCC",null,1
1545523200000,"12:58:00","5A","1300 E PRATT ST","BURGLARY","I",null,212,"SOUTHEAST","WASHINGTON HILL",-76.5992591458,39.2887648454,null,"ROW\/TOWNHOUSE-OCC",null,1
1545436800000,"14:00:00","5A","2700 ALLENDALE RD","BURGLARY","I",null,641,"NORTHWEST","GARWYN OAKS",-76.68059,39.31826,null,"ROW\/TOWNHOUSE-OCC",null,1
1545436800000,"05:53:00","5A","3800 SINCLAIR LN","BURGLARY","I",null,433,"NORTHEAST","BELAIR-EDISON",-76.5607916902,39.3146011826,null,"ROW\/TOWNHOUSE-OCC",null,1
1545436800000,"02:00:00","5D","4500 PENNINGTON AVE","BURGLARY","I",null,911,"SOUTHERN","CURTIS BAY",-76.5884091488,39.2251117465,null,"BAR",null,1
1545436800000,"00:00:00","5A","2200 CLOVE TE","BURGLARY","I",null,533,"NORTHERN","COLDSPRING",-76.6552131429,39.3466739461,null,"APT\/CONDO - OCCUPIED",null,1
1545436800000,"15:00:00","5D","400 N HOWARD ST","BURGLARY","I",null,111,"CENTRAL","DOWNTOWN",-76.6197049996,39.2941511712,null,"CONSTRUCTION SITE",null,1
1545436800000,"00:00:00","5D","2800 HALCYON AVE","BURGLARY","I",null,421,"NORTHEAST","LAURAVILLE",-76.5694636092,39.3466630589,null,"GARAGE ON PRIV. PROP",null,1
