"CrimeDate","CrimeTime","CrimeCode","Location","Description","Inside\/Outside","Weapon","Post","District","Neighborhood","Longitude","Latitude","Location 1","Premise","vri_name1","Total Incidents"
1529107200000,"13:00:00","5A","3700 CEDARDALE RD","BURGLARY","I",null,643,"NORTHWEST","ASHBURTON",-76.6737543917,39.3289900791,null,"ROW\/TOWNHOUSE-OCC",null,1
1529107200000,"19:30:00","5A","3100 MARECO AVE","BURGLARY","I",null,434,"NORTHEAST","BELAIR-EDISON",-76.5741260478,39.3203426498,null,"ROW\/TOWNHOUSE-OCC","Northeastern",1
1529107200000,"03:21:00","5D","1500 E FORT AVE","BURGLARY","O",null,943,"SOUTHERN","LOCUST POINT",-76.593096,39.268797,null,"STREET",null,1
1529107200000,"12:00:00","5A","3000 SPAULDING AVE","BURGLARY","I",null,614,"NORTHWEST","CENTRAL PARK HEIGHTS",-76.67309,39.34932,null,"APT\/CONDO - OCCUPIED",null,1
1529020800000,"14:00:00","5D","2300 N CALVERT ST","BURGLARY","I",null,514,"NORTHERN",null,-76.6141080425,39.3155433761,null,"OTHER - INSIDE",null,1
1529020800000,"19:40:00","5D","3700 FERNDALE AVE","BURGLARY","O",null,622,"NORTHWEST","HOWARD PARK",-76.700086,39.334969,null,"STREET",null,1
1529020800000,"20:00:00","5G","4800 LANIER AVE","BURGLARY","O",null,532,"NORTHERN","CYLBURN",-76.661943,39.347296,null,"STREET",null,1
1529020800000,"11:00:00","5C","5400 FREDERICK AVE","BURGLARY",null,null,823,"SOUTHWEST","WESTGATE",-76.7076815474,39.2792356515,null,null,null,1
1529020800000,"23:10:00","5A","2800 BOOKERT DR","BURGLARY","I",null,922,"SOUTHERN","CHERRY HILL",-76.6270738171,39.2471772229,null,"ROW\/TOWNHOUSE-OCC",null,1
1529020800000,"06:30:00","5C","900 SEAGULL AVE","BURGLARY","I",null,922,"SOUTHERN","CHERRY HILL",-76.621872,39.244134,null,"APT\/CONDO - OCCUPIED",null,1
1529020800000,"11:00:00","5A","4700 GREENSPRING AVE","BURGLARY",null,null,532,"NORTHERN","CYLBURN",-76.659384,39.34508,null,null,null,1
1529020800000,"08:20:00","5D","800 N EUTAW ST","BURGLARY","I",null,143,"CENTRAL","SETON HILL",-76.621633,39.30018,null,"RETAIL\/SMALL BUSINES",null,1
1529020800000,"15:03:00","5A","2000 HOLLINS ST","BURGLARY","I",null,842,"SOUTHWEST","BOOTH-BOYD",-76.6488747967,39.2870970062,null,"VACANT BUILDING","Tri-District",1
1529020800000,"12:00:00","5A","2500 FREDERICK AVE","BURGLARY","I",null,842,"SOUTHWEST","SHIPLEY HILL",-76.6563013781,39.283191419,null,"ROW\/TOWNHOUSE-OCC",null,1
1529020800000,"09:00:00","5A","3500 COTTAGE AVE","BURGLARY","I",null,612,"NORTHWEST","PARK CIRCLE",-76.657458,39.32857,null,"ROW\/TOWNHOUSE-OCC",null,1
1529020800000,"05:50:00","5A","3700 ROSEDALE RD","BURGLARY","I",null,643,"NORTHWEST","ASHBURTON",-76.665701011,39.3268717947,null,"ROW\/TOWNHOUSE-OCC",null,1
1529020800000,"06:30:00","5A","1200 N CHARLES ST","BURGLARY","O",null,141,"CENTRAL","MID-TOWN BELVEDERE",-76.6160954732,39.3035994475,null,"STREET",null,1
1529020800000,"19:16:00","5D","2400 NEVADA ST","BURGLARY",null,null,921,"SOUTHERN","WESTPORT",-76.637976973,39.2626176403,null,null,null,1
1529020800000,"05:00:00","5D","5600 PURDUE AVE","BURGLARY",null,null,414,"NORTHEAST","WOODBOURNE HEIGHTS",-76.5936207111,39.3582542816,null,null,null,1
1529020800000,"16:05:00","5A","2800 E BALTIMORE ST","BURGLARY","I",null,222,"SOUTHEAST","BALTIMORE-LINWOOD",-76.5767567869,39.292241211,null,"ROW\/TOWNHOUSE-OCC",null,1
1529020800000,"18:30:00","5A","800 PRIMSON AVE","BURGLARY","I",null,832,"SOUTHWEST","SAINT AGNES",-76.674384,39.273495,null,"ROW\/TOWNHOUSE-OCC",null,1
1529020800000,"10:00:00","5A","500 NOTTINGHAM RD","BURGLARY","I",null,823,"SOUTHWEST","TEN HILLS",-76.700067,39.290981,null,"ROW\/TOWNHOUSE-VAC",null,1
1529020800000,"13:32:00","5A","1500 E BIDDLE ST","BURGLARY","I",null,343,"EASTERN","OLIVER",-76.597111,39.30422,null,"ROW\/TOWNHOUSE-OCC",null,1
1529020800000,"09:00:00","5A","2900 PARKWOOD AVE","BURGLARY","I",null,732,"WESTERN",null,-76.6471600538,39.3160826892,null,"ROW\/TOWNHOUSE-VAC","Western",1
1528934400000,"07:30:00","5A","500 S WICKHAM RD","BURGLARY","I",null,833,"SOUTHWEST","BEECHFIELD",-76.6971636749,39.2771256549,null,"ROW\/TOWNHOUSE-OCC",null,1
1528934400000,"04:25:00","5D","5100 YORK RD","BURGLARY","I",null,521,"NORTHERN","RADNOR-WINSTON",-76.6097435251,39.3502338505,null,"RESTAURANT",null,1
1528934400000,"10:00:00","5A","4000 8TH ST","BURGLARY","I",null,913,"SOUTHERN","BROOKLYN",-76.601606,39.230822,null,"ROW\/TOWNHOUSE-OCC",null,1
1528934400000,"08:00:00","5A","1600 ELKINS LN","BURGLARY","I",null,942,"SOUTHERN","S.B.I.C.",-76.6119623635,39.2714665214,null,"ROW\/TOWNHOUSE-OCC",null,1
1528934400000,"07:11:00","5A","600 N FRANKLINTOWN RD","BURGLARY","I",null,721,"WESTERN","MOSHER",-76.6641047751,39.2950264038,null,"ROW\/TOWNHOUSE-OCC",null,1
1528934400000,"08:00:00","5F","800 CEDARCROFT RD","BURGLARY","O",null,522,"NORTHERN","LAKE WALKER",-76.604329691,39.3691666749,null,"SHED\/GARAGE",null,1
1528934400000,"08:00:00","5D","700 DRYDEN DR","BURGLARY","I",null,822,"SOUTHWEST","HUNTING RIDGE",-76.6981250637,39.2963122666,null,"ROW\/TOWNHOUSE-OCC",null,1
1528934400000,"06:15:00","5A","5600 DAYWALT AVE","BURGLARY",null,null,444,"NORTHEAST","FRANKFORD",-76.5361714503,39.3278222574,null,null,null,1
1528934400000,"17:40:00","5A","1600 CHILTON ST","BURGLARY",null,null,411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.593163,39.327493,null,null,null,1
1528934400000,"11:10:00","5B","2000 N WASHINGTON ST","BURGLARY",null,null,331,"EASTERN","SOUTH CLIFTON PARK",-76.590538,39.313655,null,null,null,1
1528934400000,"14:36:00","5A","5500 KENNISON AVE","BURGLARY","I",null,623,"NORTHWEST","GROVE PARK",-76.697581,39.342552,null,"APT\/CONDO - OCCUPIED",null,1
1528934400000,"18:15:00","5A","0 HOPKINS PL","BURGLARY",null,null,111,"CENTRAL",null,-76.617819,39.289267,null,null,null,1
1528934400000,"00:15:00","5D","1800 BARCLAY ST","BURGLARY",null,null,311,"EASTERN","GREENMOUNT WEST",-76.6108494436,39.3105903779,null,null,null,1
1528934400000,"12:45:00","5A","2200 EUTAW PL","BURGLARY","I",null,133,"CENTRAL","RESERVOIR HILL",-76.634176,39.310588,null,"APT\/CONDO - OCCUPIED",null,1
1528934400000,"10:15:00","5B","5600 GARDENVILLE AVE","BURGLARY",null,null,444,"NORTHEAST","FRANKFORD",-76.5424989602,39.3365322057,null,null,null,1
1528934400000,"08:44:00","5A","300 S CONKLING ST","BURGLARY","I",null,231,"SOUTHEAST","HUDSON-HIGHLANDTOWN",-76.567313,39.28852,null,"ROW\/TOWNHOUSE-OCC",null,1
1528934400000,"03:07:00","5A","5300 NELSON AVE","BURGLARY","I",null,633,"NORTHWEST","ARLINGTON",-76.684451,39.347376,null,"APT\/CONDO - OCCUPIED","Northwestern",1
1528848000000,"08:30:00","5A","500 YALE AVE","BURGLARY",null,null,833,"SOUTHWEST","YALE HEIGHTS",-76.6871880848,39.2763514392,null,null,null,1
1528848000000,"13:00:00","5A","400 N KENWOOD AVE","BURGLARY",null,null,221,"SOUTHEAST","MCELDERRY PARK",-76.577895,39.296087,null,null,null,1
1528848000000,"00:47:00","5D","2500 E NORTHERN PKWY","BURGLARY",null,null,423,"NORTHEAST","HARFORD-ECHODALE-PER",-76.5622461988,39.3667525581,null,null,null,1
1528848000000,"07:00:00","5B","3100 MORAVIA RD","BURGLARY",null,null,426,"NORTHEAST","MORAVIA-WALTHER",-76.5678363433,39.3419861392,null,null,null,1
1528848000000,"17:00:00","5D","5300 FERNPARK AVE","BURGLARY","O",null,622,"NORTHWEST","HOWARD PARK",-76.7050879328,39.3308278864,null,"SHED\/GARAGE",null,1
1528848000000,"12:00:00","5A","700 N PAYSON ST","BURGLARY","I",null,722,"WESTERN","MIDTOWN EDMONDSON",-76.649178,39.296665,null,"ROW\/TOWNHOUSE-VAC",null,1
1528848000000,"19:30:00","5A","2000 BELAIR RD","BURGLARY","I",null,434,"NORTHEAST","4X4",-76.580804,39.31537,null,"ROW\/TOWNHOUSE-OCC",null,1
1528848000000,"06:30:00","5A","1100 CLEVELAND ST","BURGLARY","I",null,932,"SOUTHERN","WASHINGTON VILLAGE",-76.6318082283,39.2809036346,null,"ROW\/TOWNHOUSE-OCC",null,1
1528848000000,"12:00:00","5A","3500 ROUND RD","BURGLARY","I",null,922,"SOUTHERN","CHERRY HILL",-76.6229667324,39.2425871827,null,"ROW\/TOWNHOUSE-OCC",null,1
1528848000000,"02:00:00","5C","1500 SYCAMORE ST","BURGLARY","I",null,911,"SOUTHERN","CURTIS BAY",-76.590025,39.23056,null,"ROW\/TOWNHOUSE-OCC",null,1
1528848000000,"12:54:00","5D","5400 REISTERSTOWN RD","BURGLARY","I",null,623,"NORTHWEST","WOODMERE",-76.6894397323,39.3471642054,null,"CONVENIENCE STORE",null,1
1528848000000,"06:30:00","5A","4400 FRANCONIA DR","BURGLARY","I",null,443,"NORTHEAST","FRANKFORD",-76.5588779049,39.3269660133,null,"ROW\/TOWNHOUSE-OCC",null,1
1528848000000,"18:55:00","5D","6000 READY AVE","BURGLARY","O",null,522,"NORTHERN","CHINQUAPIN PARK\/BELV",-76.6087071664,39.3660066354,null,"MINI STORAGE LOCKERS",null,1
1528848000000,"00:33:00","5A","4700 OLD YORK RD","BURGLARY","I",null,524,"NORTHERN","RICHNOR SPRINGS",-76.607676,39.346352,null,"ROW\/TOWNHOUSE-OCC",null,1
1528848000000,"14:00:00","5D","1100 E CHASE ST","BURGLARY","I",null,311,"EASTERN","JOHNSTON SQUARE",-76.602066,39.302905,null,"SCHOOL",null,1
1528848000000,"12:30:00","5A","300 W 31ST ST","BURGLARY","I",null,511,"NORTHERN","REMINGTON",-76.6244545255,39.3238709532,null,"ROW\/TOWNHOUSE-OCC",null,1
1528848000000,"22:11:00","5A","800 N WOODINGTON RD","BURGLARY",null,null,822,"SOUTHWEST","ROGNEL HEIGHTS",-76.686155,39.297025,null,null,null,1
1528848000000,"09:00:00","5A","2300 CALLOW AVE","BURGLARY",null,null,133,"CENTRAL","RESERVOIR HILL",-76.6314225301,39.3138541509,null,null,null,1
1528848000000,"07:01:00","5D","1600 EDISON HWY","BURGLARY","I",null,332,"EASTERN","BEREA",-76.5730932981,39.3098120374,null,"HOSP\/NURS. HOME",null,1
1528848000000,"19:14:00","5D","700 BROOKWOOD RD","BURGLARY","I",null,822,"SOUTHWEST","HUNTING RIDGE",-76.7009223532,39.2948206714,null,"GARAGE ON PRIV. PROP",null,1
1528761600000,"11:00:00","5A","4500 LANIER AVE","BURGLARY",null,null,532,"NORTHERN","PARKLANE",-76.661868,39.343893,null,null,null,1
1528761600000,"13:30:00","5A","4300 ELDONE RD","BURGLARY","I",null,833,"SOUTHWEST","YALE HEIGHTS",-76.6881016658,39.2761183267,null,"ROW\/TOWNHOUSE-OCC",null,1
1528761600000,"00:30:00","5A","3400 KENYON AVE","BURGLARY","I",null,432,"NORTHEAST","BELAIR-EDISON",-76.564632,39.321935,null,"ROW\/TOWNHOUSE-OCC","Northeastern",1
1528761600000,"08:00:00","5A","600 S WICKHAM RD","BURGLARY","I",null,833,"SOUTHWEST","BEECHFIELD",-76.6986835577,39.2754698471,null,"ROW\/TOWNHOUSE-OCC",null,1
1528761600000,"00:00:00","5A","700 W CROSS ST","BURGLARY",null,null,932,"SOUTHERN","WASHINGTON VILLAGE",-76.628369,39.279937,null,null,null,1
1528761600000,"15:00:00","5D","1700 S CHARLES ST","BURGLARY","I",null,942,"SOUTHERN","S.B.I.C.",-76.6139902951,39.2703747736,null,"APT\/CONDO - OCCUPIED",null,1
1528761600000,"00:00:00","5A","900 WHITMORE AVE","BURGLARY","I",null,723,"WESTERN","BRIDGEVIEW\/GREENLAWN",-76.6581100531,39.298872527,null,"ROW\/TOWNHOUSE-OCC",null,1
1528761600000,"07:00:00","5A","2400 W COLD SPRING LN","BURGLARY","I",null,533,"NORTHERN","GREENSPRING",-76.6615397412,39.3404573363,null,"ROW\/TOWNHOUSE-OCC",null,1
1528675200000,"04:24:00","5A","1800 EUTAW PL","BURGLARY","I",null,132,"CENTRAL","MADISON PARK",-76.631143,39.307817,null,"ROW\/TOWNHOUSE-VAC",null,1
1528675200000,"20:00:00","5A","100 W FRANKLIN ST","BURGLARY","I",null,142,"CENTRAL","MOUNT VERNON",-76.617226,39.295061,null,"ROW\/TOWNHOUSE-OCC",null,1
1528675200000,"08:17:00","5A","1700 MORELAND AVE","BURGLARY","I",null,723,"WESTERN","COPPIN HEIGHTS\/ASHBU",-76.655823,39.307921,null,"ROW\/TOWNHOUSE-OCC","Western",1
1528675200000,"14:30:00","5B","1700 N WOLFE ST","BURGLARY","I",null,331,"EASTERN","BROADWAY EAST",-76.5918451229,39.3100238311,null,"ROW\/TOWNHOUSE-OCC","Eastern 1",1
1528675200000,"08:30:00","5A","4300 PLAINFIELD AVE","BURGLARY",null,null,442,"NORTHEAST","PARKSIDE",-76.5582823842,39.3241847412,null,null,null,1
1528675200000,"07:00:00","5A","2900 DENHAM CIR S","BURGLARY","I",null,922,"SOUTHERN","CHERRY HILL",-76.6269456259,39.2443554734,null,"PUBLIC HOUSING",null,1
1528675200000,"17:20:00","5A","4200 SEIDEL AVE","BURGLARY",null,null,443,"NORTHEAST","FRANKFORD",-76.561716976,39.3289244765,null,null,null,1
1528675200000,"07:00:00","5A","600 N KENWOOD AVE","BURGLARY","I",null,221,"SOUTHEAST","MCELDERRY PARK",-76.577992,39.298526,null,"ROW\/TOWNHOUSE-OCC",null,1
1528675200000,"23:00:00","5A","1800 FREDERICK AVE","BURGLARY",null,null,934,"SOUTHERN","CARROLLTON RIDGE",-76.6462102303,39.2869895078,null,null,"Tri-District",1
1528675200000,"14:00:00","5B","1200 COCHRAN AVE","BURGLARY","I",null,414,"NORTHEAST","WOODBOURNE HEIGHTS",-76.5943374212,39.3564745428,null,"ROW\/TOWNHOUSE-OCC",null,1
1528675200000,"07:30:00","5A","6600 SNOWBERRY CT","BURGLARY","I",null,423,"NORTHEAST","HARFORD-ECHODALE-PER",-76.5714660499,39.3678345017,null,"ROW\/TOWNHOUSE-OCC",null,1
1528675200000,"21:30:00","5D","1500 UNION AVE","BURGLARY","I",null,531,"NORTHERN","HAMPDEN",-76.639922,39.33224,null,"OFFICE BUILDING",null,1
1528588800000,"18:00:00","5A","1600 E BELVEDERE AVE","BURGLARY",null,null,415,"NORTHEAST","LOCH RAVEN",-76.5835842206,39.3582583569,null,null,null,1
1528588800000,"12:40:00","5A","100 S WASHINGTON ST","BURGLARY","I",null,212,"SOUTHEAST","BUTCHERS HILL",-76.5888129654,39.2902497392,null,"ROW\/TOWNHOUSE-OCC",null,1
1528588800000,"10:45:00","5D","5100 FREDERICK AVE","BURGLARY","I",null,823,"SOUTHWEST","WESTGATE",-76.699278,39.281262,null,"RELIGIOUS  INSTITUTI",null,1
1528588800000,"14:00:00","5A","400 N LAKEWOOD AVE","BURGLARY",null,null,221,"SOUTHEAST","MCELDERRY PARK",-76.5793387409,39.2962684857,null,null,null,1
1528588800000,"20:50:00","5A","2000 E FAYETTE ST","BURGLARY","I",null,321,"EASTERN","MIDDLE EAST",-76.588169,39.294187,null,"ROW\/TOWNHOUSE-OCC",null,1
1528588800000,"11:00:00","5A","5000 DENVIEW WAY","BURGLARY","I",null,444,"NORTHEAST","FRANKFORD",-76.533387,39.324658,null,"APT\/CONDO - OCCUPIED",null,1
1528588800000,"13:00:00","5D","300 E 29TH ST","BURGLARY","I",null,513,"NORTHERN","ABELL",-76.6124255225,39.3234232247,null,"OTHER - INSIDE",null,1
1528588800000,"12:00:00","5A","2800 PROSPECT ST","BURGLARY",null,null,721,"WESTERN","MOSHER",-76.664306,39.298617,null,null,null,1
1528588800000,"07:30:00","5D","600 WINANS WAY","BURGLARY",null,null,822,"SOUTHWEST","HUNTING RIDGE",-76.698034,39.293077,null,null,null,1
1528588800000,"09:00:00","5A","1500 N PULASKI ST","BURGLARY","I",null,741,"WESTERN","EASTERWOOD",-76.651109,39.305824,null,"ROW\/TOWNHOUSE-VAC",null,1
1528588800000,"12:00:00","5A","800 CLINTWOOD CT","BURGLARY","I",null,913,"SOUTHERN","BROOKLYN",-76.6012092938,39.2294400606,null,"ROW\/TOWNHOUSE-OCC",null,1
1528588800000,"01:20:00","5B","4400 BELVIEU AVE","BURGLARY","I",null,621,"NORTHWEST","WEST ARLINGTON",-76.6944137126,39.3397400436,null,"ROW\/TOWNHOUSE-OCC",null,1
1528588800000,"20:00:00","5A","1100 N CAREY ST","BURGLARY","I",null,743,"WESTERN","SANDTOWN-WINCHESTER",-76.638886,39.301611,null,"ROW\/TOWNHOUSE-OCC","Central",1
1528588800000,"00:20:00","5A","1500 SHEFFIELD RD","BURGLARY",null,null,412,"NORTHEAST","HILLEN",-76.591581,39.341982,null,null,null,1
1528502400000,"10:30:00","5A","4200 SEIDEL AVE","BURGLARY","I",null,442,"NORTHEAST","BELAIR-EDISON",-76.56211,39.329111,null,"ROW\/TOWNHOUSE-OCC",null,1
1528502400000,"14:10:00","5A","900 WASHBURN AVE","BURGLARY","I",null,913,"SOUTHERN","BROOKLYN",-76.597863,39.232646,null,"ROW\/TOWNHOUSE-OCC","Brooklyn",1
1528502400000,"00:00:00","5D","2000 WHITTIER AVE","BURGLARY","O",null,731,"WESTERN","MONDAWMIN",-76.6504828878,39.314833096,null,"STREET","Western",1
1528502400000,"00:00:00","5D","2000 WHITTIER AVE","BURGLARY","O",null,731,"WESTERN","MONDAWMIN",-76.6504828878,39.314833096,null,"STREET","Western",1
1528502400000,"10:00:00","5A","2900 PRESSTMAN ST","BURGLARY","I",null,813,"SOUTHWEST","NORTHWEST COMMUNITY",-76.6660435341,39.3046036201,null,"ROW\/TOWNHOUSE-VAC",null,1
1528502400000,"17:45:00","5A","2000 HOLLINS ST","BURGLARY","I",null,842,"SOUTHWEST","BOOTH-BOYD",-76.6492537901,39.2870797409,null,"ROW\/TOWNHOUSE-VAC","Tri-District",1
1528502400000,"12:00:00","5F","300 BROADMOOR RD","BURGLARY","I",null,523,"NORTHERN",null,-76.6151079052,39.3553544747,null,"GARAGE ON PRIV. PROP",null,1
1528502400000,"01:52:00","5A","1200 E LANVALE ST","BURGLARY","I",null,343,"EASTERN","OLIVER",-76.601688,39.309356,null,"APT\/CONDO - OCCUPIED","Eastern 1",1
1528502400000,"11:45:00","5A","4300 UNDERWOOD RD","BURGLARY","I",null,542,"NORTHERN","GUILFORD",-76.6124487054,39.3412001452,null,"ROW\/TOWNHOUSE-OCC",null,1
1528502400000,"23:00:00","5A","300 HERRING CT","BURGLARY","I",null,211,"SOUTHEAST",null,-76.594975,39.287019,null,"ROW\/TOWNHOUSE-OCC",null,1
1528502400000,"12:00:00","5A","4200 THAYER CT","BURGLARY",null,null,913,"SOUTHERN","BROOKLYN",-76.5993484649,39.2281743662,null,null,null,1
1528502400000,"13:10:00","5B","1500 CARSWELL ST","BURGLARY",null,null,411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.596154,39.323093,null,null,null,1
1528502400000,"16:00:00","5D","800 GORSUCH AVE","BURGLARY","O",null,513,"NORTHERN","BETTER WAVERLY",-76.6052158783,39.3267457996,null,"SHED\/GARAGE",null,1
1528502400000,"00:00:00","5A","3700 HARLEM AVE","BURGLARY","I",null,844,"SOUTHWEST","EDMONDSON VILLAGE",-76.679202,39.295201,null,"ROW\/TOWNHOUSE-OCC",null,1
1528502400000,"00:00:00","5B","700 S BOULDIN ST","BURGLARY","I",null,232,"SOUTHEAST","CANTON",-76.570622,39.2839,null,"ROW\/TOWNHOUSE-OCC",null,1
1528416000000,"08:00:00","5A","5700 MAPLEHILL RD","BURGLARY","I",null,415,"NORTHEAST","LOCH RAVEN",-76.5777464679,39.3562464463,null,"ROW\/TOWNHOUSE-VAC",null,1
1528416000000,"10:44:00","5A","3400 ERDMAN AVE","BURGLARY","I",null,432,"NORTHEAST","BELAIR-EDISON",-76.5710672858,39.3198734694,null,"ROW\/TOWNHOUSE-OCC","Northeastern",1
1528416000000,"14:30:00","5A","1300 PENNSYLVANIA AVE","BURGLARY","I",null,123,"CENTRAL","UPTON",-76.6308306726,39.3004218573,null,"APT\/CONDO - OCCUPIED","Central",1
1528416000000,"04:30:00","5C","900 SEAGULL AVE","BURGLARY","I",null,922,"SOUTHERN","CHERRY HILL",-76.6221506238,39.2438875229,null,"ROW\/TOWNHOUSE-OCC",null,1
1528416000000,"09:45:00","5A","1100 E PATAPSCO AVE","BURGLARY","I",null,911,"SOUTHERN","CURTIS BAY",-76.5940064555,39.2334735961,null,"ROW\/TOWNHOUSE-OCC",null,1
1528416000000,"20:15:00","5A","2600 SEAMON AVE","BURGLARY","I",null,922,"SOUTHERN","CHERRY HILL",-76.620714243,39.2537478003,null,"APT\/CONDO - OCCUPIED",null,1
1528416000000,"13:00:00","5B","3800 JUNIPER RD","BURGLARY","I",null,542,"NORTHERN","GUILFORD",-76.6106886572,39.3345737613,null,"ROW\/TOWNHOUSE-OCC",null,1
1528416000000,"22:24:00","5D","3700 GOUGH ST","BURGLARY","I",null,231,"SOUTHEAST","HUDSON-HIGHLANDTOWN",-76.566576,39.28868,null,"GARAGE ON PRIV. PROP",null,1
1528416000000,"14:00:00","5A","1800 GOUGH ST","BURGLARY","I",null,212,"SOUTHEAST","UPPER FELLS POINT",-76.5907601559,39.287733636,null,"ROW\/TOWNHOUSE-OCC",null,1
1528416000000,"00:00:00","5A","1400 MONTPELIER ST","BURGLARY","I",null,411,"NORTHEAST","ODONNELL HEIGHTS",-76.598758,39.322046,null,"ROW\/TOWNHOUSE-OCC",null,1
1528416000000,"17:10:00","5A","1000 SPANGLER WAY","BURGLARY","I",null,433,"NORTHEAST","ARMISTEAD GARDENS",-76.5498547317,39.3036399619,null,"VACANT BUILDING",null,1
1528416000000,"07:00:00","5D","2100 WHITTIER AVE","BURGLARY",null,null,731,"WESTERN","MONDAWMIN",-76.649806,39.315308,null,null,"Western",1
1528416000000,"05:25:00","5G","3300 DORCHESTER RD","BURGLARY","I",null,643,"NORTHWEST","ASHBURTON",-76.671528,39.326145,null,"APT\/CONDO - OCCUPIED",null,1
1528416000000,"08:00:00","5A","4200 SAINT PAUL ST","BURGLARY","I",null,542,"NORTHERN","GUILFORD",-76.617111,39.340395,null,"ROW\/TOWNHOUSE-OCC",null,1
1528416000000,"12:00:00","5A","5700 CEDONIA AVE","BURGLARY","I",null,444,"NORTHEAST","FRANKFORD",-76.532834,39.337322,null,"APT\/CONDO - OCCUPIED",null,1
1528416000000,"18:15:00","5A","800 GRUNDY ST","BURGLARY","I",null,233,"SOUTHEAST","BREWERS HILL",-76.5630780207,39.2829199826,null,"ROW\/TOWNHOUSE-OCC",null,1
1528416000000,"18:15:00","5A","800 GRUNDY ST","BURGLARY",null,null,233,"SOUTHEAST","BREWERS HILL",-76.5630780207,39.2829199826,null,null,null,1
1528416000000,"11:22:00","5A","1500 E COLD SPRING LN","BURGLARY","I",null,413,"NORTHEAST","STONEWOOD-PENTWOOD-W",-76.5915843126,39.3461858302,null,"ROW\/TOWNHOUSE-OCC",null,1
1528416000000,"04:10:00","5A","700 S HIGHLAND AVE","BURGLARY","I",null,232,"SOUTHEAST","CANTON",-76.5690784167,39.28408267,null,"ROW\/TOWNHOUSE-OCC",null,1
1528416000000,"15:00:00","5A","3900 GWYNNS FALLS PKWY","BURGLARY","I",null,641,"SOUTHWEST","WINDSOR HILLS",-76.684738,39.307031,null,"ROW\/TOWNHOUSE-OCC",null,1
1528416000000,"05:32:00","5A","1500 E 28TH ST","BURGLARY","I",null,411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.5942235045,39.3238969319,null,"ROW\/TOWNHOUSE-OCC",null,1
1528416000000,"16:20:00","5A","1400 W LOMBARD ST","BURGLARY","I",null,933,"SOUTHERN","UNION SQUARE",-76.639475,39.286522,null,"ROW\/TOWNHOUSE-OCC","Tri-District",1
1528416000000,"18:00:00","5D","2100 HOMEWOOD AVE","BURGLARY","I",null,342,"EASTERN","EAST BALTIMORE MIDWA",-76.607192,39.31328,null,"LIQUOR STORE",null,1
1528329600000,"14:50:00","5A","2300 EUTAW PL","BURGLARY","I",null,133,"CENTRAL","RESERVOIR HILL",-76.635570386,39.312036914,null,"ROW\/TOWNHOUSE-OCC",null,1
1528329600000,"06:00:00","5A","2200 BELAIR RD","BURGLARY","I",null,434,"NORTHEAST","4X4",-76.579477,39.316528,null,"ROW\/TOWNHOUSE-OCC",null,1
1528329600000,"17:00:00","5D","2700 MATHEWS ST","BURGLARY",null,null,513,"NORTHERN","BETTER WAVERLY",-76.607892,39.321298,null,null,null,1
1528329600000,"18:00:00","5D","3200 ELLERSLIE AVE","BURGLARY",null,null,513,"NORTHERN","BETTER WAVERLY",-76.6038137528,39.3271174335,null,null,null,1
1528329600000,"09:00:00","5A","1100 KITMORE RD","BURGLARY","I",null,413,"NORTHEAST",null,-76.5985498193,39.3502751935,null,"ROW\/TOWNHOUSE-OCC",null,1
1528329600000,"00:00:00","5C","6400 ELRAY DR","BURGLARY","I",null,632,"NORTHWEST","CHESWOLDE",-76.691604,39.37048,null,"APT\/CONDO - OCCUPIED",null,1
1528329600000,"08:00:00","5A","500 S WICKHAM RD","BURGLARY",null,null,833,"SOUTHWEST","BEECHFIELD",-76.696867,39.277714,null,null,null,1
1528329600000,"09:30:00","5A","900 N CALVERT ST","BURGLARY",null,null,142,"CENTRAL","MOUNT VERNON",-76.613081,39.299862,null,null,null,1
1528329600000,"08:30:00","5A","2600 CHELSEA TER","BURGLARY",null,null,641,"NORTHWEST","GARWYN OAKS",-76.681487,39.317131,null,null,null,1
1528329600000,"14:48:00","5A","1400 N BOND ST","BURGLARY",null,null,343,"EASTERN","OLIVER",-76.5969720522,39.3066385517,null,null,null,1
1528329600000,"12:34:00","5A","2200 E FAYETTE ST","BURGLARY",null,null,212,"EASTERN","BUTCHERS HILL",-76.586223,39.294212,null,null,null,1
1528329600000,"00:03:00","5A","800 CLINTWOOD CT","BURGLARY","I",null,913,"SOUTHERN","BROOKLYN",-76.6012092938,39.2294400606,null,"ROW\/TOWNHOUSE-OCC",null,1
1528329600000,"00:05:00","5D","1100 WINSTON AVE","BURGLARY","I",null,524,"NORTHERN","KENILWORTH PARK",-76.600247,39.34903,null,"SCHOOL",null,1
1528329600000,"00:00:00","5A","3800 FLOWERTON RD","BURGLARY","I",null,844,"SOUTHWEST",null,-76.6806142683,39.2986866288,null,"ROW\/TOWNHOUSE-OCC",null,1
1528329600000,"08:10:00","5D","600 WASHINGTON BLVD","BURGLARY","I",null,941,"SOUTHERN","RIDGELYS DELIGHT",-76.62514,39.283996,null,"ROW\/TOWNHOUSE-OCC",null,1
1528329600000,"16:00:00","5D","1800 W LANVALE ST","BURGLARY","I",null,722,"WESTERN","HARLEM PARK",-76.646378,39.297621,null,"CONVENIENCE STORE",null,1
