"CrimeDate","CrimeTime","CrimeCode","Location","Description","Inside/Outside","Weapon","Post","District","Neighborhood","Longitude","Latitude","Location 1","Premise","vri_name1","Total Incidents"
1539648000000,"22:20:00","9S","2500 CYLBURN AV","SHOOTING","Inside","FIREARM",532,"NORTHERN","LEVINDALE",-76.663211,39.350777,null,"DWELLING",null,1
1539648000000,"01:34:00","9S","5300 CORDELIA AV","SHOOTING","Outside","FIREARM",633,"NORTHWEST","ARLINGTON",-76.6836117406,39.3476830994,null,"STREET","Northwestern",1
1539648000000,"19:27:00","9S","3900 BOARMAN AV","SHOOTING","Outside","FIREARM",642,"NORTHWEST","CALLAWAY-GARRISON",-76.6819586544,39.3343684609,null,"STREET",null,1
1539648000000,"12:11:00","9S","2400 PENNSYLVANIA AV","SHOOTING","Outside","FIREARM",733,"WESTERN","PENN NORTH",-76.641775001,39.3094258729,null,"STREET","Western",1
1539648000000,"12:11:00","9S","2400 PENNSYLVANIA AV","SHOOTING","Outside","FIREARM",733,"WESTERN","PENN NORTH",-76.641775001,39.3094258729,null,"STREET","Western",1
1539648000000,"09:38:00","9S","2900 WESTWOOD AV","SHOOTING","Outside","FIREARM",813,"SOUTHWEST","NORTHWEST COMMUNITY",-76.6664030313,39.3081637649,null,"STREET",null,1
1539648000000,"09:38:00","9S","2900 WESTWOOD AV","SHOOTING","Outside","FIREARM",813,"SOUTHWEST","NORTHWEST COMMUNITY",-76.6664030313,39.3081637649,null,"STREET",null,1
1539648000000,"01:34:00","9S","5300 CORDELIA AV","SHOOTING","Outside","FIREARM",633,"NORTHWEST","ARLINGTON",-76.6836117406,39.3476830994,null,"STREET","Northwestern",1
1539561600000,"11:41:00","9S","1500 POPLAR GROVE ST","SHOOTING","Outside","FIREARM",813,"SOUTHWEST","NORTHWEST COMMUNITY",-76.665545,39.304619,null,"STREET",null,1
1539561600000,"21:20:00","9S","5900 BELAIR RD","SHOOTING","Outside","FIREARM",445,"NORTHEAST","CEDMONT",-76.541474,39.34518,null,"PARKING LOT",null,1
1539561600000,"14:45:00","9S","400 EDGEWOOD ST","SHOOTING","Outside","FIREARM",843,"SOUTHWEST","ALLENDALE",-76.675395,39.291992,null,"STREET",null,1
1539561600000,"19:01:29","9S","4300 CEDAR GARDEN RD","SHOOTING","Outside","FIREARM",833,"SOUTHWEST","YALE HEIGHTS",-76.6891152283,39.2751662404,null,"ALLEY",null,1
1539561600000,"18:03:00","9S","2400 E MONUMENT ST","SHOOTING","Outside","FIREARM",323,"EASTERN","MCELDERRY PARK",-76.5836231366,39.2988235776,null,"STREET","Eastern 2",1
1539475200000,"15:20:00","9S","4800 REISTERSTOWN RD","SHOOTING","Outside","FIREARM",613,"NORTHWEST","FRANKLIN SQUARE",-76.6759620314,39.3415844397,null,"STREET","Northwestern",1
1539388800000,"16:51:00","9S","3600 LEVERTON AV","SHOOTING","Outside","FIREARM",223,"SOUTHEAST","BALTIMORE HIGHLANDS",-76.567397003,39.2919049214,null,"STREET",null,1
1539302400000,"20:27:00","9S","1600 E LANVALE ST","SHOOTING","Outside","FIREARM",343,"EASTERN","OLIVER",-76.5964275219,39.309561087,null,"STREET","Eastern 1",1
1539216000000,"08:19:00","9S","600 N HILTON ST","SHOOTING","Outside","FIREARM",844,"SOUTHWEST","EDMONDSON VILLAGE",-76.672792,39.294196,null,"STREET",null,1
1539216000000,"20:03:24","9S","3600 ELMORA AV","SHOOTING","Outside","FIREARM",432,"NORTHEAST","BELAIR-EDISON",-76.56797328,39.3159414093,null,"DWELLING",null,1
1539216000000,"10:30:00","9S","800 N GLOVER ST","SHOOTING","Outside","FIREARM",323,"EASTERN","MADISON EASTEND",-76.5803055053,39.3003557179,null,"STREET","Eastern 2",1
1539129600000,"23:41:00","9S","3300 MILFORD AV","SHOOTING","Outside","FIREARM",622,"NORTHWEST","HOWARD PARK",-76.7012901437,39.3292575576,null,"PUBLIC AREA",null,1
1539129600000,"12:07:00","9S","3600 KENYON AV","SHOOTING","Outside","FIREARM",432,"NORTHEAST","BELAIR-EDISON",-76.562763,39.319698,null,"STREET",null,1
1539129600000,"20:19:00","9S","900 N LAKEWOOD AV","SHOOTING","Outside","FIREARM",323,"EASTERN","MADISON EASTEND",-76.5796724972,39.3014544427,null,"PUBLIC AREA","Eastern 2",1
1539129600000,"03:41:00","9S","100 N HIGHLAND AV","SHOOTING","Outside","FIREARM",222,"SOUTHEAST","BALTIMORE-LINWOOD",-76.5695331169,39.2936967742,null,"STREET",null,1
1539043200000,"00:20:00","9S","400 N LINWOOD AV","SHOOTING","Outside","FIREARM",221,"SOUTHEAST","MCELDERRY PARK",-76.5764757527,39.2960290984,null,"STREET",null,1
1538870400000,"08:56:00","9S","1600 N PORT ST","SHOOTING","Outside","FIREARM",331,"EASTERN","BROADWAY EAST",-76.583440402,39.3093485375,null,"STREET",null,1
1538870400000,"22:52:00","9S","300 N BRUCE ST","SHOOTING","Outside","FIREARM",711,"WESTERN","FRANKLIN SQUARE",-76.6447167359,39.2922282488,null,"STREET",null,1
1538870400000,"04:06:00","9S","3100 STAFFORD ST","SHOOTING","Inside","FIREARM",832,"SOUTHWEST","GWYNNS FALLS",-76.668889,39.279346,null,"DWELLING",null,1
1538870400000,"23:30:00","9S","1800 N FULTON AV","SHOOTING","Outside","FIREARM",742,"WESTERN","SANDTOWN-WINCHESTER",-76.6464791024,39.3089487214,null,"PUBLIC AREA","Western",1
1538784000000,"05:18:00","9S","4100 FREDERICK AV","SHOOTING","Outside","FIREARM",843,"SOUTHWEST","IRVINGTON",-76.6835085359,39.2817637082,null,"STREET",null,1
1538784000000,"20:00:00","9S","4900 EASTERN AV","SHOOTING","Outside","FIREARM",null,"SOUTHEAST","JOSEPH LEE",-76.546934,39.290125,null,"PUBLIC AREA",null,1
1538784000000,"19:12:00","9S","0 S HIGHLAND AV","SHOOTING","Outside","FIREARM",223,"SOUTHEAST","BALTIMORE HIGHLANDS",-76.5693544682,39.2921427035,null,"STREET",null,1
1538697600000,"00:48:00","9S","2500 E MONUMENT ST","SHOOTING","Outside","FIREARM",323,"EASTERN","MILTON-MONTFORD",-76.5822471519,39.2988785893,null,"STREET","Eastern 2",1
1538697600000,"11:01:00","9S","1800 N CHAPEL ST","SHOOTING","Outside","FIREARM",331,"EASTERN","BROADWAY EAST",-76.5910563619,39.3111973195,null,"STREET",null,1
1538697600000,"18:57:00","9S","0 S GREENE ST","SHOOTING","Outside","FIREARM",121,"CENTRAL","UNIVERSITY OF MARYLA",-76.6236703151,39.2882959862,null,"HOSPITAL",null,1
1538524800000,null,"9S","2900 GARRISON BLVD","SHOOTING","Outside","FIREARM",641,"NORTHWEST",null,-76.677171,39.320287,null,"PARKING LOT",null,1
1538524800000,"19:15:00","9S","1800 BRADDISH AV","SHOOTING","Outside","FIREARM",723,"WESTERN","COPPIN HEIGHTS/ASHBU",-76.6610520056,39.3084035526,null,"STREET",null,1
1538438400000,"00:09:00","9S","1100 S HANOVER ST","SHOOTING","Outside","FIREARM",942,"SOUTHERN","SHARP LEADENHALL",-76.615544938,39.2765415424,null,"COMMON BUSINESS",null,1
1538438400000,"00:09:00","9S","1100 S HANOVER ST","SHOOTING","Outside","FIREARM",942,"SOUTHERN","SHARP LEADENHALL",-76.615544938,39.2765415424,null,"COMMON BUSINESS",null,1
1538352000000,"18:24:00","9S","1600 ARGONNE DR","SHOOTING","Outside","FIREARM",412,"NORTHEAST","HILLEN",-76.5909301354,39.3402164149,null,"PARKING LOT",null,1
1538265600000,"19:48:00","9S","300 S MONROE ST","SHOOTING","Outside","FIREARM",934,"SOUTHERN","CARROLLTON RIDGE",-76.646674,39.284215,null,"STREET","Tri-District",1
1538265600000,"19:48:00","9S","300 S MONROE ST","SHOOTING","Outside","FIREARM",934,"SOUTHERN","CARROLLTON RIDGE",-76.646674,39.284215,null,"STREET","Tri-District",1
1538179200000,"19:40:00","9S","2500 E BIDDLE ST","SHOOTING","Outside","FIREARM",332,"EASTERN","BEREA",-76.582634,39.304776,null,"STREET","Eastern 2",1
1538179200000,"12:51:00","9S","2400 JEFFERSON ST","SHOOTING","Outside","FIREARM",221,"SOUTHEAST","MCELDERRY PARK",-76.583553,39.296699,null,"STREET",null,1
1538092800000,"20:28:00","9S","2200 PENROSE AV","SHOOTING","Outside","FIREARM",714,"WESTERN","PENROSE/FAYETTE ST OUTREACH",-76.651667,39.291157,null,"STREET",null,1
1538092800000,"18:45:00","9S","400 MOSHER ST","SHOOTING","Outside","FIREARM",132,"CENTRAL","MADISON PARK",-76.6290580269,39.3046897526,null,"STREET",null,1
1538006400000,"10:25:00","9S","2800 WALBROOK AV","SHOOTING","Outside","FIREARM",811,"SOUTHWEST","WALBROOK",-76.664357188,39.3103198847,null,"STREET",null,1
1537920000000,"13:57:00","9S","4500 N ROGERS AV","SHOOTING","Outside","FIREARM",623,"NORTHWEST","WOODMERE",-76.6940020108,39.3437599998,null,"STREET",null,1
1537833600000,"09:15:00","9S","3000 JEFFERSON ST","SHOOTING","Outside","FIREARM",224,"SOUTHEAST","ELLWOOD PARK/MONUMEN",-76.575046,39.297042,null,"STREET",null,1
1537833600000,"05:00:00","9S","2600 GARRISON BLVD","SHOOTING","Outside","FIREARM",641,"NORTHWEST","GARWYN OAKS",-76.676923,39.317253,null,"STREET",null,1
1537660800000,"18:25:00","9S","100 N FREMONT AV","SHOOTING","Outside","FIREARM",712,"CENTRAL","POPPLETON",-76.629552,39.290065,null,"PARKING LOT",null,1
1537574400000,"22:53:00","9S","1400 N MOUNT ST","SHOOTING","Outside","FIREARM",743,"WESTERN","SANDTOWN-WINCHESTER",-76.6447262429,39.3044156054,null,"STREET",null,1
1537574400000,"00:01:00","9S","400 E 20TH ST","SHOOTING","Outside","FIREARM",341,"EASTERN","BARCLAY",-76.6107808541,39.3124883603,null,"STREET",null,1
1537574400000,"23:40:00","9S","6200 CHINQUAPIN PKWY","SHOOTING","Outside","FIREARM",522,"NORTHERN","GLEN OAKS",-76.597228,39.370733,null,"STREET",null,1
1537488000000,"12:23:00","9S","1200 E LAFAYETTE AV","SHOOTING","Outside","FIREARM",343,"EASTERN","EAST BALTIMORE MIDWA",-76.602460194,39.3103925536,null,"STREET","Eastern 1",1
1537488000000,"01:59:00","9S","3900 BRENDAN AV","SHOOTING","Outside","FIREARM",432,"NORTHEAST","BELAIR-EDISON",-76.5670071453,39.3167209061,null,"STREET",null,1
1537401600000,"19:23:00","9S","4100 CALLAWAY AV","SHOOTING","Outside","FIREARM",642,"NORTHWEST","DOLFIELD",-76.676581,39.335599,null,"VEHICLE",null,1
1537401600000,"20:30:00","9S","3600 EDGEWOOD RD","SHOOTING","Outside","FIREARM",643,"NORTHWEST","ASHBURTON",-76.6731491181,39.3282030583,null,"STREET",null,1
1537401600000,"19:23:00","9S","4100 CALLAWAY AV","SHOOTING","Outside","FIREARM",642,"NORTHWEST","DOLFIELD",-76.676581,39.335599,null,"VEHICLE",null,1
1537401600000,"19:23:00","9S","4100 CALLAWAY AV","SHOOTING","Outside","FIREARM",642,"NORTHWEST","DOLFIELD",-76.676581,39.335599,null,"VEHICLE",null,1
1537315200000,"03:04:00","9S","1800 E PRATT ST","SHOOTING","Outside","FIREARM",212,"SOUTHEAST","UPPER FELLS POINT",-76.5916,39.289352,null,"STREET",null,1
1537315200000,"19:47:00","9S","2700 W COLD SPRING LA","SHOOTING","Outside","FIREARM",614,"NORTHWEST","CENTRAL PARK HEIGHTS",-76.6668355746,39.3394715529,null,"COMMON BUSINESS",null,1
1537315200000,"20:34:00","9S","0 W GARRETT ST","SHOOTING","Outside","FIREARM",913,"SOUTHERN","BROOKLYN",-76.6109107349,39.2373348493,null,"STREET",null,1
1537315200000,"20:23:00","9S","3100 TOWANDA AV","SHOOTING","Outside","FIREARM",611,"NORTHWEST","LIBERTY SQUARE",-76.657556,39.321806,null,"STREET",null,1
1537228800000,"17:48:00","9S","800 VINE ST","SHOOTING","Outside","FIREARM",712,"WESTERN","POPPLETON",-76.6298589777,39.2906195774,null,"STREET",null,1
1537228800000,"16:40:00","9S","3800 S HANOVER ST","SHOOTING","Outside","FIREARM",913,"SOUTHERN","BROOKLYN",-76.6105434634,39.2366155709,null,"STREET",null,1
1537228800000,"14:32:00","9S","1800 GWYNNS FALLS PKWY","SHOOTING","Outside","FIREARM",731,"WESTERN","MONDAWMIN",-76.6506704404,39.3167921604,null,"VEHICLE",null,1
1537228800000,"22:19:00","9S","800 W FAYETTE ST","SHOOTING","Outside","FIREARM",712,"WESTERN","POPPLETON",-76.6295670854,39.2900833843,null,"STREET",null,1
1537142400000,"01:22:00","9S","4100 EIERMAN AV","SHOOTING","Outside","FIREARM",422,"NORTHEAST","BELAIR-PARKSIDE",-76.5655069854,39.3296876617,null,"STREET",null,1
1537142400000,"15:00:00","9S","4300 KATHLAND AV","SHOOTING","Outside","FIREARM",621,"NORTHWEST","CENTRAL FOREST PARK",-76.6918334639,39.3262166565,null,"STREET",null,1
1537142400000,"16:34:00","9S","400 S PAYSON ST","SHOOTING","Outside","FIREARM",934,"SOUTHERN","CARROLLTON RIDGE",-76.6484034109,39.2827288455,null,"STREET","Tri-District",1
1537056000000,"04:25:00","9S","2700 GARRISON BLVD","SHOOTING","Outside","FIREARM",641,"NORTHWEST","GARWYN OAKS",-76.676844,39.319299,null,"ALLEY",null,1
1537056000000,"06:00:00","9S","0 S GREENE ST","SHOOTING","Outside","FIREARM",121,"CENTRAL","CHARLES NORTH",-76.6236703151,39.2882959862,null,"STREET",null,1
1537056000000,"08:35:00","9S","2700 BAKER ST","SHOOTING","Outside","FIREARM",723,"WESTERN","COPPIN HEIGHTS/ASHBU",-76.6610636217,39.3061624526,null,"STREET",null,1
1537056000000,"02:29:00","9S","2700 WASHINGTON BLVD","SHOOTING","Outside","FIREARM",831,"SOUTHWEST","MORRELL PARK",-76.6548484444,39.2645772313,null,"PARKING LOT",null,1
1536969600000,"23:31:00","9S","3300 CHELSEA TER","SHOOTING","Outside","FIREARM",642,"NORTHWEST","FRANKFORD",-76.683742,39.324536,null,"STREET",null,1
1536969600000,"23:52:00","9S","4500 EDMONDSON AV","SHOOTING","Outside","FIREARM",822,"SOUTHWEST","ROGNEL HEIGHTS",-76.6925768955,39.2935076237,null,"COMMON BUSINESS",null,1
1536883200000,"23:32:00","9S","3000 OAKLEY AV","SHOOTING","Outside","FIREARM",614,"NORTHWEST","CENTRAL PARK HEIGHTS",-76.670338,39.347916,null,"STREET",null,1
1536883200000,"20:56:00","9S","500 W HOFFMAN ST","SHOOTING","Outside","FIREARM",123,"CENTRAL","UPTON",-76.6266276725,39.3003627683,null,"STREET","Central",1
1536883200000,"16:11:00","9S","500 E COLD SPRING LA","SHOOTING","Outside","FIREARM",524,"NORTHERN","RICHNOR SPRINGS",-76.6094665102,39.3461884605,null,"STREET",null,1
1536796800000,"00:00:00","9S","200 S BROADWAY","SHOOTING","Outside","FIREARM",213,"SOUTHEAST","FELLS POINT",-76.5936475716,39.2890141995,null,"STREET",null,1
1536624000000,"01:50:00","9S","700 N ROSE ST","SHOOTING","Outside","FIREARM",323,"EASTERN","MILTON-MONTFORD",-76.5816520747,39.2992443014,null,"STREET","Eastern 2",1
1536537600000,"12:59:00","9S","4400 EASTERN AV","SHOOTING","Outside","FIREARM",242,"SOUTHEAST","CANTON INDUSTRIAL AREA",-76.5592395715,39.2873821963,null,"STREET",null,1
1536451200000,"18:49:00","9S","4000 EIERMAN AV","SHOOTING","Outside","FIREARM",422,"NORTHEAST","ARCADIA",-76.566479,39.330387,null,"STREET",null,1
1536451200000,"23:50:00","9S","4200 WALRAD ST","SHOOTING","Outside","FIREARM",833,"SOUTHWEST","IRVINGTON",-76.6846114198,39.2799932604,null,"STREET",null,1
1536364800000,"23:27:09","9S","100 N HOWARD ST","SHOOTING","Outside","FIREARM",111,"CENTRAL","DOWNTOWN",-76.61957,39.291025,null,"ALLEY",null,1
1536278400000,"05:26:00","9S","2800 EDMONDSON AV","SHOOTING","Outside","FIREARM",842,"WESTERN","PENROSE/FAYETTE ST OUTREACH",-76.6635607146,39.2944397087,null,"STREET",null,1
1536278400000,"18:00:00","9S","4000 FREDERICK AV","SHOOTING","Outside","FIREARM",843,"SOUTHWEST","IRVINGTON",-76.6822033114,39.2817971758,null,"STREET",null,1
1536192000000,"19:11:00","9S","1600 E EAGER ST","SHOOTING","Outside","FIREARM",313,"EASTERN","MIDDLE EAST",-76.596402,39.30182,null,"STREET",null,1
1536019200000,"00:39:00","9S","2300 E LAFAYETTE AV","SHOOTING","Outside","FIREARM",331,"EASTERN","BROADWAY EAST",-76.5854217879,39.3110563341,null,"STREET",null,1
1536019200000,"20:50:00","9S","3100 WESTMONT CT","SHOOTING","Inside","FIREARM",813,"SOUTHWEST","ROSEMONT",-76.669319,39.301665,null,"DWELLING",null,1
1536019200000,"00:39:00","9S","2300 E LAFAYETTE AV","SHOOTING","Outside","FIREARM",331,"EASTERN","BROADWAY EAST",-76.5854217879,39.3110563341,null,"STREET",null,1
1536019200000,"03:06:00","9S","2100 VINE ST","SHOOTING","Outside","FIREARM",714,"WESTERN","PENROSE/FAYETTE ST OUTREACH",-76.6503887254,39.2899424233,null,"STREET",null,1
1535932800000,"00:45:00","9S","2400 BRENTWOOD AV","SHOOTING","Outside","FIREARM",341,"EASTERN","BARCLAY",-76.610443,39.31628,null,"STREET",null,1
1535932800000,"00:45:00","9S","2400 BRENTWOOD AV","SHOOTING","Outside","FIREARM",341,"EASTERN","BARCLAY",-76.610443,39.31628,null,"STREET",null,1
1535846400000,"19:01:00","9S","400 N ROSE ST","SHOOTING","Outside","FIREARM",221,"SOUTHEAST","DUNBAR",-76.5814378914,39.2957113839,null,"STREET",null,1
1535846400000,"21:40:00","9S","400 ROBERT ST","SHOOTING","Outside","FIREARM",132,"CENTRAL","MADISON PARK",-76.633008,39.307938,null,"STREET",null,1
1535760000000,"17:11:00","9S","4500 EDMONDSON AV","SHOOTING","Outside","FIREARM",822,"SOUTHWEST","ROGNEL HEIGHTS",-76.6925768955,39.2935076237,null,"STREET",null,1
1535760000000,"22:13:00","9S","0 N CATHERINE ST","SHOOTING","Outside","FIREARM",842,"SOUTHWEST","SHIPLEY HILL",-76.656451,39.288087,null,"STREET",null,1
1535760000000,"22:13:00","9S","0 N CATHERINE ST","SHOOTING","Outside","FIREARM",842,"SOUTHWEST","SHIPLEY HILL",-76.656451,39.288087,null,"STREET",null,1
1535673600000,"23:27:00","9S","1900 EDMONDSON AV","SHOOTING","Outside","FIREARM",722,"WESTERN","MIDTOWN EDMONDSON",-76.6474496262,39.2951820949,null,"PUBLIC AREA",null,1
1535587200000,"02:00:00","9S","3600 REISTERSTOWN RD","SHOOTING","Outside","FIREARM",612,"NORTHWEST","PARK CIRCLE",-76.6603468398,39.3289572972,null,"STREET",null,1
1535587200000,"21:10:00","9S","2500 VIOLET AV","SHOOTING","Outside","FIREARM",612,"NORTHWEST","PARK CIRCLE",-76.658404,39.331266,null,"STREET",null,1
1535587200000,"21:20:00","9S","2700 GILES RD","SHOOTING","Outside","FIREARM",922,"SOUTHERN","CHERRY HILL",-76.630376,39.249725,null,"PUBLIC AREA",null,1
1535587200000,"00:49:00","9S","3500 S HANOVER ST","SHOOTING","Outside","FIREARM",912,"SOUTHERN","VIOLETVILLE",-76.6087833339,39.2401514466,null,"VEHICLE",null,1
1535500800000,"09:36:00","9S","3500 Liberty Heights Av","SHOOTING","Outside","FIREARM",643,"NORTHWEST","ASHBURTON",-76.6747725383,39.3252008946,null,"PUBLIC AREA",null,1
1535414400000,"12:43:00","9S","500 N CURLEY ST","SHOOTING","Outside","FIREARM",224,"SOUTHEAST","CANTON",-76.5758409528,39.2970969037,null,"STREET",null,1
1535414400000,"03:51:00","9S","1700 W MULBERRY ST","SHOOTING","Outside","FIREARM",713,"WESTERN","HARLEM PARK",-76.644087,39.293036,null,"PUBLIC AREA",null,1
1535414400000,"23:28:00","9S","1200 W OSTEND ST","SHOOTING","Outside","FIREARM",932,"SOUTHERN","WASHINGTON VILLAGE",-76.6331729958,39.2811467482,null,"STREET",null,1
1535414400000,"23:28:00","9S","1200 W OSTEND ST","SHOOTING","Outside","FIREARM",932,"SOUTHERN","WASHINGTON VILLAGE",-76.6331729958,39.2811467482,null,"STREET",null,1
1535414400000,"00:12:00","9S","5400 MOORES RUN DR","SHOOTING","Outside","FIREARM",441,"NORTHEAST","CEDONIA",-76.5360725968,39.3334989092,null,"PUBLIC AREA",null,1
1535414400000,"00:12:00","9S","5400 MOORES RUN DR","SHOOTING","Outside","FIREARM",441,"NORTHEAST","CEDONIA",-76.5360725968,39.3334989092,null,"PUBLIC AREA",null,1
1535328000000,"19:51:00","9S","3700 S HANOVER ST","SHOOTING","Outside","FIREARM",913,"SOUTHERN","BROOKLYN",-76.61012,39.237465,null,"STREET",null,1
1535328000000,"22:57:00","9S","4500 MOUNTVIEW RD","SHOOTING","Outside","FIREARM",822,"SOUTHWEST","UPLANDS",-76.690846,39.286377,null,"PUBLIC AREA",null,1
1535328000000,"22:57:00","9S","4500 MOUNTVIEW RD","SHOOTING","Outside","FIREARM",822,"SOUTHWEST","UPLANDS",-76.690846,39.286377,null,"PUBLIC AREA",null,1
1535241600000,"01:00:00","9S","200 W MULBERRY ST","SHOOTING","Outside","FIREARM",111,"CENTRAL","DOWNTOWN",-76.6183892757,39.2940440179,null,"STREET",null,1
1535241600000,"01:00:00","9S","200 W MULBERRY ST","SHOOTING","Outside","FIREARM",111,"CENTRAL","DOWNTOWN",-76.6183892757,39.2940440179,null,"STREET",null,1
1535241600000,"13:43:00","9S","800 W LEXINGTON ST","SHOOTING","Outside","FIREARM",712,"WESTERN","POPPLETON",-76.6307238998,39.2911283837,null,"PUBLIC AREA",null,1
1535241600000,"01:33:17","9S","1800 BAKER ST","SHOOTING","Outside","FIREARM",742,"WESTERN",null,-76.6472040914,39.3066647959,null,"STREET","Western",1
1535241600000,"01:33:17","9S","1800 BAKER ST","SHOOTING","Outside","FIREARM",742,"WESTERN",null,-76.6472040914,39.3066647959,null,"STREET","Western",1
1535155200000,"01:15:00","9S","4800 LIBERTY HEIGHTS AV","SHOOTING","Outside","FIREARM",622,"NORTHWEST","HOWARD PARK",-76.6973198921,39.3318980765,null,"SHED",null,1
1535155200000,"06:29:00","9S","1700 N DURHAM ST","SHOOTING","Inside","FIREARM",331,"EASTERN",null,-76.592293816,39.3100797038,null,"DWELLING","Eastern 1",1
1535155200000,"23:31:00","9S","2600 LOYOLA NORTHWAY","SHOOTING","Outside","FIREARM",533,"NORTHERN","GREENSPRING",-76.662485,39.339294,null,"STREET",null,1
1535155200000,"01:04:00","9S","4000 ECHODALE AV","SHOOTING","Outside","FIREARM",426,"NORTHEAST","LOCH RAVEN",-76.5536247476,39.3397937055,null,"STREET",null,1
1535155200000,"06:29:00","9S","1700 N DURHAM ST","SHOOTING","Inside","FIREARM",331,"EASTERN",null,-76.592293816,39.3100797038,null,"DWELLING","Eastern 1",1
1535068800000,"21:57:00","9S","1800 ORLEANS ST","SHOOTING","Outside","FIREARM",321,"EASTERN","RESERVOIR HILL",-76.591305,39.295327,null,"PUBLIC AREA",null,1
1534982400000,"22:09:00","9S","1600 PENNSYLVANIA AV","SHOOTING","Outside","FIREARM",123,"CENTRAL","UPTON",-76.6342282686,39.3031642332,null,"STREET","Central",1
1534982400000,"01:18:15","9S","2800 WINDSOR AV","SHOOTING","Outside","FIREARM",731,"WESTERN","BRADDISH AVE./PANWAY",-76.6645482723,39.3124400478,null,"DWELLING",null,1
1534982400000,"17:26:00","9S","4000 ELKADER RD","SHOOTING","Outside","FIREARM",542,"NORTHERN","PEN LUCY",-76.603002,39.338399,null,"STREET",null,1
1534982400000,"21:26:00","9S","1700 HOMESTEAD ST","SHOOTING","Outside","FIREARM",411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.5945322847,39.3202985378,null,"STREET",null,1
1534982400000,"21:26:00","9S","1700 HOMESTEAD ST","SHOOTING","Outside","FIREARM",411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.5945322847,39.3202985378,null,"STREET",null,1
1534982400000,"21:26:00","9S","1700 HOMESTEAD ST","SHOOTING","Outside","FIREARM",411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.5945322847,39.3202985378,null,"STREET",null,1
1534982400000,"21:26:00","9S","1700 HOMESTEAD ST","SHOOTING","Outside","FIREARM",411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.5945322847,39.3202985378,null,"STREET",null,1
1534896000000,"21:20:00","9S","700 E PRESTON ST","SHOOTING","Outside","FIREARM",311,"EASTERN","JOHNSTON SQUARE",-76.6081057682,39.304862017,null,"STREET",null,1
1534896000000,"20:01:00","9S","3800 HARLEM AV","SHOOTING","Outside","FIREARM",844,"SOUTHWEST","EDMONDSON VILLAGE",-76.6803465909,39.2951700792,null,"STREET",null,1
1534896000000,"21:20:00","9S","700 E PRESTON ST","SHOOTING","Outside","FIREARM",311,"EASTERN","JOHNSTON SQUARE",-76.6081057682,39.304862017,null,"STREET",null,1
1534896000000,"23:40:00","9S","1500 MADISON AV","SHOOTING","Outside","FIREARM",132,"CENTRAL","MADISON PARK",-76.629139,39.304885,null,"DWELLING",null,1
1534809600000,"19:15:00","9S","1500 W LAFAYETTE AV","SHOOTING","Outside","FIREARM",743,"WESTERN","HARLEM PARK",-76.6417576535,39.2989688967,null,"STREET","Central",1
1534723200000,"12:24:00","9S","800 W LEXINGTON ST","SHOOTING","Outside","FIREARM",712,"WESTERN","POPPLETON",-76.6307238998,39.2911283837,null,"PUBLIC HOUSING",null,1
1534723200000,"09:00:00","9S","1200 E LANVALE ST","SHOOTING","Outside","FIREARM",343,"EASTERN","OLIVER",-76.6017742901,39.309361082,null,"STREET","Eastern 1",1
1534723200000,"17:24:00","9S","700 MELLO CT","SHOOTING","Outside","FIREARM",313,"EASTERN","GAY STREET",-76.5982017649,39.2985797754,null,"STREET",null,1
1534723200000,"17:30:00","9S","400 W SARATOGA ST","SHOOTING","Outside","FIREARM",111,"CENTRAL","DOWNTOWN",-76.6212459995,39.2928549911,null,"STREET",null,1
1534636800000,"23:47:00","9S","3900 DORCHESTER RD","SHOOTING","Outside","FIREARM",621,"NORTHWEST","DORCHESTER/GRAN-BARR",-76.6832173283,39.3295434176,null,"ALLEY",null,1
1534636800000,"23:47:00","9S","3900 DORCHESTER RD","SHOOTING","Outside","FIREARM",621,"NORTHWEST","DORCHESTER/GRAN-BARR",-76.6832173283,39.3295434176,null,"ALLEY",null,1
1534636800000,"14:50:00","9S","500 E NORTH AV","SHOOTING","Outside","FIREARM",342,"EASTERN","SOUTH CLIFTON PARK",-76.6092957972,39.3114730355,null,"STREET",null,1
1534636800000,"14:50:00","9S","500 E NORTH AV","SHOOTING","Outside","FIREARM",342,"EASTERN","SOUTH CLIFTON PARK",-76.6092957972,39.3114730355,null,"STREET",null,1
1534550400000,"18:40:00","9S","5600 LOCH RAVEN BLVD","SHOOTING","Outside","FIREARM",415,"NORTHEAST","LOCH RAVEN",-76.588424,39.359697,null,"STREET",null,1
1534550400000,"22:51:00","9S","1400 DARLEY AV","SHOOTING","Outside","FIREARM",342,"EASTERN","DARLEY PARK",-76.5968437429,39.3152453758,null,"STREET","Eastern 1",1
1534550400000,"03:02:00","9S","600 E 38TH ST","SHOOTING","Outside","FIREARM",543,"NORTHERN","WAVERLY",-76.60749,39.335552,null,"STREET",null,1
1534550400000,"05:28:00","9S","1100 CHERRY HILL RD","SHOOTING","Inside","FIREARM",922,"SOUTHERN","CHERRY HILL",-76.6308765928,39.2507944372,null,"DWELLING",null,1
