"CrimeDate","CrimeTime","CrimeCode","Location","Description","Inside/Outside","Weapon","Post","District","Neighborhood","Longitude","Latitude","Location 1","Premise","vri_name1","Total Incidents"
1534550400000,"23:17:00","9S","0 N CATHERINE ST","SHOOTING","Outside","FIREARM",842,"SOUTHWEST","SHIPLEY HILL",-76.6564893286,39.2884367001,null,"STREET",null,1
1534550400000,"22:51:00","9S","1400 DARLEY AV","SHOOTING","Outside","FIREARM",342,"EASTERN","DARLEY PARK",-76.5968437429,39.3152453758,null,"STREET","Eastern 1",1
1534550400000,"03:15:00","9S","2800 S EDGECOMBE CIR","SHOOTING","Outside","FIREARM",null,"NORTHERN","PARKLANE",-76.661266,39.342194,null,"STREET",null,1
1534377600000,"07:51:00","9S","1100 DESOTO RD","SHOOTING","Outside","FIREARM",832,"SOUTHWEST","MORRELL PARK",-76.6637152156,39.271438292,null,"STREET",null,1
1534204800000,"22:42:00","9S","4300 ORCHARD RIDGE BLVD","SHOOTING","Outside","FIREARM",433,"NORTHEAST","CLAREMONT-FREEDOM",-76.560006,39.313411,null,"STREET",null,1
1534204800000,"23:30:00","9S","3900 LIBERTY HEIGHTS AV","SHOOTING","Outside","FIREARM",621,"NORTHWEST","DORCHESTER/GRAN-BARR",-76.6825526883,39.3274356768,null,"STREET",null,1
1534204800000,"01:30:00","9S","2000 WOODBOURNE AV","SHOOTING","Outside","FIREARM",415,"NORTHEAST","LOCH RAVEN",-76.5796946652,39.3548768005,null,"ALLEY",null,1
1534204800000,"15:30:00","9S","5700 ONNEN RD","SHOOTING","Outside","FIREARM",null,"NORTHEAST","FRANKFORD",-76.5362214394,39.3390747091,null,"VEHICLE",null,1
1534204800000,"20:26:00","9S","2700 GWYNNS FALLS PKWY","SHOOTING","Outside","FIREARM",611,"NORTHWEST","HANLON/LONGWOOD",-76.661862,39.31495,null,"ALLEY",null,1
1534118400000,"17:51:00","9S","1600 N PORT ST","SHOOTING","Outside","FIREARM",331,"EASTERN","BROADWAY EAST",-76.5836960989,39.3093433477,null,"STREET",null,1
1534118400000,"17:51:00","9S","1600 N PORT ST","SHOOTING","Outside","FIREARM",331,"EASTERN","BROADWAY EAST",-76.5836960989,39.3093433477,null,"STREET",null,1
1534118400000,"00:31:00","9S","700 W CHERRY BLOSSOM WY","SHOOTING","Outside","FIREARM",122,"CENTRAL",null,-76.629391,39.292669,null,"STREET",null,1
1534118400000,"10:55:00","9S","5900 GLENKIRK RD","SHOOTING","Outside","FIREARM",414,"NORTHEAST","RAMBLEWOOD",-76.5894797166,39.3634422373,null,"STREET",null,1
1534118400000,"17:44:00","9S","200 I-895","SHOOTING","Outside","FIREARM",912,"SOUTHERN",null,-76.6067958668,39.2404553584,null,"SHED",null,1
1534032000000,"04:05:00","9S","600 FALLSWAY","SHOOTING","Outside","FIREARM",312,"EASTERN","PEN-FALLSWAY",-76.610239,39.297193,null,"VEHICLE",null,1
1534032000000,"22:48:00","9S","2100 N HILTON ST","SHOOTING","Outside","FIREARM",811,"SOUTHWEST","WALBROOK",-76.6725352747,39.3115462844,null,"STREET",null,1
1533945600000,"18:23:00","9S","1400 E EAGER ST","SHOOTING","Outside","FIREARM",313,"EASTERN","GAY STREET",-76.5993248738,39.3017139988,null,"STREET",null,1
1533945600000,"22:04:00","9S","100 N FULTON AV","SHOOTING","Outside","FIREARM",711,"WESTERN","FRANKLIN SQUARE",-76.64527,39.290101,null,"STREET",null,1
1533945600000,"18:23:00","9S","1400 E EAGER ST","SHOOTING","Outside","FIREARM",313,"EASTERN","GAY STREET",-76.5993248738,39.3017139988,null,"STREET",null,1
1533945600000,"08:09:00","9S","1000 PENNSYLVANIA AV","SHOOTING","Outside","FIREARM",121,"CENTRAL","HERITAGE CROSSING",-76.6278504018,39.2980067497,null,"STREET","Central",1
1533945600000,"22:04:00","9S","100 N FULTON AV","SHOOTING","Outside","FIREARM",711,"WESTERN","FRANKLIN SQUARE",-76.64527,39.290101,null,"STREET",null,1
1533945600000,"00:16:00","9S","2900 PRESBURY ST","SHOOTING","Outside","FIREARM",813,"SOUTHWEST","NORTHWEST COMMUNITY",-76.666131,39.307226,null,"STREET",null,1
1533859200000,"19:30:00","9S","200 N HILTON ST","SHOOTING","Outside","FIREARM",842,"SOUTHWEST","SAINT JOSEPHS",-76.6724955652,39.2888489636,null,"ALLEY",null,1
1533859200000,"23:44:00","9S","900 N FRANKLINTOWN RD","SHOOTING","Outside","FIREARM",814,"SOUTHWEST","FRANKLINTOWN ROAD",-76.6673466,39.2974784103,null,"STREET",null,1
1533772800000,"23:46:00","9S","700 MELLO CT","SHOOTING","Outside","FIREARM",313,"EASTERN","GAY STREET",-76.5982017649,39.2985797754,null,"STREET",null,1
1533772800000,"23:46:00","9S","700 MELLO CT","SHOOTING","Outside","FIREARM",313,"EASTERN","GAY STREET",-76.5982017649,39.2985797754,null,"STREET",null,1
1533772800000,"17:25:00","9S","900 N BROADWAY","SHOOTING","Outside","FIREARM",313,"EASTERN","GAY STREET",-76.594569,39.300519,null,"STREET",null,1
1533772800000,"23:46:00","9S","700 MELLO CT","SHOOTING","Outside","FIREARM",313,"EASTERN","GAY STREET",-76.5982017649,39.2985797754,null,"STREET",null,1
1533772800000,"17:25:00","9S","900 N BROADWAY","SHOOTING","Outside","FIREARM",313,"EASTERN","GAY STREET",-76.594569,39.300519,null,"STREET",null,1
1533686400000,"10:48:00","9S","200 N LUZERNE AV","SHOOTING","Outside","FIREARM",221,"SOUTHEAST","MCELDERRY PARK",-76.5806651416,39.2949102662,null,"STREET",null,1
1533686400000,"00:05:00","9S","800 VINE ST","SHOOTING","Outside","FIREARM",712,"WESTERN","POPPLETON",-76.6298589777,39.2906195774,null,"STREET",null,1
1533686400000,"18:16:00","9S","2500 ASHLAND AV","SHOOTING","Outside","FIREARM",323,"EASTERN","MILTON-MONTFORD",-76.581972989,39.3010110204,null,"STREET","Eastern 2",1
1533686400000,"20:07:00","9S","4400 E FAIRMOUNT AV","SHOOTING","Outside","FIREARM",241,"SOUTHEAST","KRESSON",-76.5599780233,39.2942656825,null,"STREET",null,1
1533686400000,"10:29:00","9S","600 N LAKEWOOD AV","SHOOTING","Outside","FIREARM",221,"SOUTHEAST","MCELDERRY PARK",-76.579447,39.298153,null,"STREET",null,1
1533686400000,"10:50:00","9S","200 S DALLAS CT","SHOOTING","Outside","FIREARM",211,"SOUTHEAST","PERKINS HOMES",-76.59667,39.289094,null,"STREET",null,1
1533600000000,"23:43:00","9S","0 N POPPLETON ST","SHOOTING","Outside","FIREARM",712,"WESTERN","HOLLINS PARK",-76.632105,39.288858,null,"STREET",null,1
1533600000000,"12:00:00","9S","2700 WALBROOK AV","SHOOTING","Outside","FIREARM",811,"SOUTHWEST","WALBROOK",-76.661269,39.310248,null,"STREET",null,1
1533600000000,"13:12:00","9S","4500 WOODLEA AV","SHOOTING","Inside","FIREARM",443,"NORTHEAST","FRANKFORD",-76.553751,39.331602,null,"DWELLING",null,1
1533513600000,"02:11:00","9S","2100 WILKENS AV","SHOOTING","Outside","FIREARM",841,"SOUTHWEST","CARROLLTON RIDGE",-76.6494059977,39.2812182476,null,"STREET","Tri-District",1
1533340800000,"04:56:00","9S","1800 WINCHESTER ST","SHOOTING","Outside","FIREARM",743,"WESTERN","SANDTOWN-WINCHESTER",-76.646073,39.302044,null,"STREET",null,1
1533254400000,"18:27:00","9S","2000 E NORTH AV","SHOOTING","Inside","FIREARM",331,"EASTERN","BROADWAY EAST",-76.589245,39.312362,null,"COMMON BUSINESS",null,1
1533254400000,"00:10:00","9S","3400 GARRISON BLVD","SHOOTING","Outside","FIREARM",621,"NORTHWEST","DORCHESTER/GRAN-BARR",-76.6825340555,39.3275602555,null,"STREET",null,1
1533081600000,"02:55:00","9S","1400 N FULTON AV","SHOOTING","Outside","FIREARM",743,"WESTERN","SANDTOWN-WINCHESTER",-76.6462124448,39.304284326,null,"PUBLIC AREA",null,1
1532995200000,"22:57:00","9S","1800 BLOOMINGDALE RD","SHOOTING","Outside","FIREARM",813,"SOUTHWEST","ROSEMONT",-76.669868813,39.3080896494,null,"STREET",null,1
1532908800000,"22:56:00","9S","600 N LUZERNE AV","SHOOTING","Outside","FIREARM",221,"SOUTHEAST",null,-76.5808694144,39.2981750153,null,"STREET",null,1
1532908800000,"00:06:00","9S","2800 EDMONDSON AV","SHOOTING","Outside","FIREARM",721,"WESTERN","MOSHER",-76.6636940109,39.2944896921,null,"PARKING LOT",null,1
1532822400000,"02:41:00","9S","2100 EDGEWOOD ST","SHOOTING","Outside","FIREARM",812,"SOUTHWEST","MOUNT HOLLY",-76.676037,39.310933,null,"STREET",null,1
1532822400000,"00:50:00","9S","600 ARSAN AV","SHOOTING","Outside","FIREARM",913,"SOUTHERN","BROOKLYN",-76.60045,39.238879,null,"STREET",null,1
1532736000000,"21:25:00","9S","5300 CARTER AV","SHOOTING","Outside","FIREARM",426,"NORTHEAST","WALTHERSON",-76.559174,39.346417,null,"STREET",null,1
1532649600000,"23:22:00","9S","0 W 21ST ST","SHOOTING","Outside","FIREARM",514,"NORTHERN","CHARLES NORTH",-76.6167979473,39.3132082029,null,"STREET",null,1
1532649600000,"05:42:00","9S","2500 JEFFERSON ST","SHOOTING","Outside","FIREARM",221,"SOUTHEAST","MCELDERRY PARK",-76.5817264055,39.2967856746,null,"STREET",null,1
1532563200000,"21:50:00","9S","6000 MORAVIA RD","SHOOTING","Outside","FIREARM",441,"NORTHEAST","PULASKI INDUSTRIAL AREA",-76.5443782216,39.3155964366,null,"STREET",null,1
1532476800000,"23:15:00","9S","400 S PAYSON ST","SHOOTING","Outside","FIREARM",934,"SOUTHERN","CARROLLTON RIDGE",-76.6484034109,39.2827288455,null,"STREET","Tri-District",1
1532476800000,"18:59:00","9S","2400 N MONROE ST","SHOOTING","Outside","FIREARM",731,"WESTERN","MONDAWMIN",-76.6501223029,39.3152040702,null,"STREET","Western",1
1532390400000,"17:49:00","9S","1100 WICKLOW RD","SHOOTING","Outside","FIREARM",822,"SOUTHWEST","ROGNEL HEIGHTS",-76.6906546024,39.2977704854,null,"PARKING LOT",null,1
1532390400000,"17:14:00","9S","2400 BELAIR RD","SHOOTING","Outside","FIREARM",434,"NORTHEAST","BELAIR-EDISON",-76.5781875581,39.3176698346,null,"PUBLIC AREA",null,1
1532390400000,"01:42:00","9S","1600 PLUM ST","SHOOTING","Outside","FIREARM",911,"SOUTHERN","CURTIS BAY",-76.5882683251,39.2284054543,null,"PUBLIC HOUSING",null,1
1532304000000,"00:40:00","9S","0 I-83  N","SHOOTING","Outside","FIREARM",511,"NORTHERN","LEVINDALE",-76.6297370685,39.3181683791,null,"STREET",null,1
1532304000000,"12:15:00","9S","100 S LOUDON AV","SHOOTING","Outside","FIREARM",843,"SOUTHWEST","IRVINGTON",-76.682166,39.284491,null,"STREET",null,1
1532217600000,"17:19:00","9S","1400 W SARATOGA ST","SHOOTING","Inside","FIREARM",711,"WESTERN","FRANKLIN SQUARE",-76.6403092248,39.292224074,null,"DWELLING",null,1
1532131200000,"00:44:00","9S","1000 DUNDALK AV","SHOOTING","Outside","FIREARM",243,"SOUTHEAST","GRACELAND PARK",-76.5362085538,39.2823444954,null,"PARKING LOT",null,1
1532131200000,"02:15:00","9S","400 E 26TH ST","SHOOTING","Outside","FIREARM",513,"NORTHERN","DUNBAR",-76.6104634942,39.3190198232,null,"STREET",null,1
1532131200000,"01:45:00","9S","400 E SARATOGA ST","SHOOTING","Outside","FIREARM",111,"CENTRAL","DOWNTOWN",-76.6101245251,39.2925359762,null,"STREET",null,1
1532131200000,"00:44:00","9S","1000 DUNDALK AV","SHOOTING","Outside","FIREARM",243,"SOUTHEAST","GRACELAND PARK",-76.5362085538,39.2823444954,null,"PARKING LOT",null,1
1532131200000,"02:15:00","9S","400 E 26TH ST","SHOOTING","Outside","FIREARM",513,"NORTHERN","DUNBAR",-76.6104634942,39.3190198232,null,"STREET",null,1
1532131200000,"15:25:00","9S","2400 WILKENS AV","SHOOTING","Outside","FIREARM",841,"SOUTHWEST","CARROLLTON RIDGE",-76.653584,39.279823,null,"STREET",null,1
1532131200000,"00:44:00","9S","1000 DUNDALK AV","SHOOTING","Outside","FIREARM",243,"SOUTHEAST","GRACELAND PARK",-76.5362085538,39.2823444954,null,"PARKING LOT",null,1
1532131200000,"00:44:00","9S","1000 DUNDALK AV","SHOOTING","Outside","FIREARM",243,"SOUTHEAST","GRACELAND PARK",-76.5362085538,39.2823444954,null,"PARKING LOT",null,1
1532044800000,"00:00:00","9S","2600 W PATAPSCO AV","SHOOTING","Inside","FIREARM",923,"SOUTHERN","LAKELAND",-76.6522032623,39.2528948282,null,"DWELLING",null,1
1532044800000,"19:24:00","9S","3400 MARY AV","SHOOTING","Outside","FIREARM",425,"NORTHEAST","GLENHAM-BELFORD",-76.552571,39.352494,null,"STREET",null,1
1532044800000,"13:06:00","9S","1600 PENTWOOD RD","SHOOTING","Outside","FIREARM",413,"NORTHEAST","STONEWOOD-PENTWOOD-W",-76.5872692882,39.3478267431,null,"STREET",null,1
1531958400000,"18:20:00","9S","4300 ORCHARD RIDGE BLVD","SHOOTING","Outside","FIREARM",433,"NORTHEAST","CLAREMONT-FREEDOM",-76.560006,39.313411,null,"STREET",null,1
1531872000000,"22:16:00","9S","3500 5TH ST","SHOOTING","Outside","FIREARM",913,"SOUTHERN","BROOKLYN",-76.6028407328,39.2388671829,null,"STREET","Brooklyn",1
1531872000000,"17:03:00","9S","6500 REISTERSTOWN RD","SHOOTING","Outside","FIREARM",632,"NORTHWEST","DOWNTOWN",-76.7030329649,39.3567479654,null,"STREET",null,1
1531872000000,"22:16:00","9S","0 W 21ST ST","SHOOTING","Outside","FIREARM",514,"NORTHERN","WOODBERRY",-76.6148025038,39.3133092316,null,"STREET",null,1
1531785600000,"11:50:00","9S","1700 E 35TH ST","SHOOTING","Inside","FIREARM",412,"NORTHEAST","EDNOR GARDENS-LAKESI",-76.591952465,39.3306803997,null,"DWELLING",null,1
1531785600000,"01:50:00","9S","1600 N GILMOR ST","SHOOTING","Inside","FIREARM",742,"WESTERN","SANDTOWN-WINCHESTER",-76.643461,39.307295,null,"DWELLING","Western",1
1531699200000,"22:41:00","9S","1500 N MONROE ST","SHOOTING","Outside","FIREARM",741,"WESTERN","EASTERWOOD",-76.6479288853,39.3052837754,null,"STREET",null,1
1531699200000,"22:00:00","9S","3300 CHELSEA TER","SHOOTING","Outside","FIREARM",642,"NORTHWEST","CONCERNED CITIZENS O",-76.683742,39.324536,null,"VEHICLE",null,1
1531612800000,"12:15:00","9S","5400 FAIRLAWN AV","SHOOTING","Outside","FIREARM",623,"NORTHWEST","WOODMERE",-76.689591,39.345294,null,"STREET",null,1
1531526400000,"19:18:00","9S","1400 Barnes St","SHOOTING","Outside","FIREARM",313,"EASTERN","GAY STREET",-76.5986674804,39.3012333598,null,"STREET",null,1
1531267200000,"16:24:00","9S","300 S CATHERINE ST","SHOOTING","Outside","FIREARM",842,"SOUTHWEST","GWYNNS FALLS",-76.6559880031,39.2838834129,null,"STREET","Tri-District",1
1531267200000,"20:19:00","9S","1800 N WOLFE ST","SHOOTING","Outside","FIREARM",331,"EASTERN","BROADWAY EAST",-76.5916957645,39.3111729223,null,"ALLEY","Eastern 1",1
1531180800000,"19:06:00","9S","1500 WHITELOCK ST","SHOOTING","Outside","FIREARM",733,"WESTERN","SANDTOWN-WINCHESTER",-76.6404674708,39.3110003244,null,"STREET","Western",1
1531094400000,"22:33:00","9S","300 WHITRIDGE AV","SHOOTING","Outside","FIREARM",513,"NORTHERN",null,-76.6123262617,39.3214990588,null,"STREET",null,1
1531094400000,"00:10:00","9S","4300 REISTERSTOWN RD","SHOOTING","Outside","FIREARM",613,"NORTHWEST","TOWANDA-GRANTLEY",-76.667719,39.338579,null,"STREET",null,1
1531008000000,"11:01:00","9S","3400 EDMONDSON AV","SHOOTING","Outside","FIREARM",844,"SOUTHWEST","EDMONDSON VILLAGE",-76.6743458194,39.2941511464,null,"STREET",null,1
1530921600000,"19:09:00","9S","4900 SINCLAIR LA","SHOOTING","Outside","FIREARM",443,"NORTHEAST","PARKSIDE",-76.550877891,39.3210220326,null,"STREET",null,1
1530921600000,"16:12:00","9S","6800 FAIRLAWN AV","SHOOTING","Outside","FIREARM",631,"NORTHWEST","REISTERSTOWN STATION",-76.7095586226,39.3588106588,null,"STREET",null,1
1530921600000,"22:41:00","9S","3700 S HANOVER ST","SHOOTING","Inside","FIREARM",913,"SOUTHERN","BROOKLYN",-76.6103297287,39.2370396374,null,"COMMON BUSINESS",null,1
1530921600000,"18:15:00","9S","1800 PENNSYLVANIA AV","SHOOTING","Outside","FIREARM",123,"CENTRAL","UPTON",-76.635646,39.304302,null,"STREET",null,1
1530835200000,"20:21:00","9S","1800 ORLEANS ST","SHOOTING","Outside","FIREARM",321,"EASTERN","DUNBAR",-76.591305,39.295327,null,"STREET",null,1
1530835200000,"19:38:00","9S","0 N ABINGTON AV","SHOOTING","Outside","FIREARM",842,"SOUTHWEST",null,-76.6713479192,39.2865571441,null,"STREET",null,1
1530662400000,"03:29:00","9S","2200 BARCLAY ST","SHOOTING","Outside","FIREARM",341,"EASTERN","EAST BALTIMORE MIDWA",-76.611172,39.314482,null,"STREET",null,1
1530576000000,"11:36:00","9S","0 E PATAPSCO AV","SHOOTING","Outside","FIREARM",913,"SOUTHERN","MORRELL PARK",-76.6096334759,39.2385356646,null,"STREET",null,1
1530403200000,"17:15:00","9S","1900 LINDEN AV","SHOOTING","Outside","FIREARM",132,"CENTRAL","RESERVOIR HILL",-76.6310282254,39.3094447412,null,"STREET",null,1
1530316800000,"02:40:00","9S","200 PARK AV","SHOOTING","Outside","FIREARM",111,"CENTRAL","DOWNTOWN",-76.6180725161,39.2917207242,null,"STREET",null,1
1530316800000,"02:40:00","9S","200 PARK AV","SHOOTING","Outside","FIREARM",111,"CENTRAL","DOWNTOWN",-76.6180725161,39.2917207242,null,"STREET",null,1
1530316800000,"21:05:00","9S","2900 ULMAN AV","SHOOTING","Outside","FIREARM",612,"NORTHWEST","MOUNT VERNON",-76.661383,39.328399,null,"STREET",null,1
1530316800000,"23:48:00","9S","4000 PENHURST AV","SHOOTING","Outside","FIREARM",621,"NORTHWEST","WEST ARLINGTON",-76.6858561921,39.3386780914,null,"DWELLING",null,1
1530316800000,"21:05:00","9S","2900 ULMAN AV","SHOOTING","Outside","FIREARM",612,"NORTHWEST","MOUNT VERNON",-76.661383,39.328399,null,"STREET",null,1
1530316800000,"23:48:00","9S","4000 PENHURST AV","SHOOTING","Outside","FIREARM",621,"NORTHWEST","WEST ARLINGTON",-76.6858561921,39.3386780914,null,"DWELLING",null,1
1530316800000,"23:48:00","9S","4000 PENHURST AV","SHOOTING","Outside","FIREARM",621,"NORTHWEST","WEST ARLINGTON",-76.6858561921,39.3386780914,null,"DWELLING",null,1
1530316800000,"01:02:00","9S","3000 HOLLINS FERRY RD","SHOOTING","Outside","FIREARM",923,"SOUTHERN","LAKELAND",-76.6466786888,39.2526638448,null,"STREET",null,1
1530316800000,"23:48:00","9S","4000 PENHURST AV","SHOOTING","Outside","FIREARM",621,"NORTHWEST","WEST ARLINGTON",-76.6858561921,39.3386780914,null,"DWELLING",null,1
1530316800000,"23:48:00","9S","4000 PENHURST AV","SHOOTING","Outside","FIREARM",621,"NORTHWEST","WEST ARLINGTON",-76.6858561921,39.3386780914,null,"DWELLING",null,1
1530316800000,"23:48:00","9S","4000 PENHURST AV","SHOOTING","Outside","FIREARM",621,"NORTHWEST","WEST ARLINGTON",-76.6858561921,39.3386780914,null,"DWELLING",null,1
1530144000000,"03:30:00","9S","2200 AIKEN ST","SHOOTING","Outside","FIREARM",342,"EASTERN","EAST BALTIMORE MIDWA",-76.599425,39.315094,null,"STREET","Eastern 1",1
1530057600000,"20:34:00","9S","2600 BOONE ST","SHOOTING","Outside","FIREARM",513,"NORTHERN","HARWOOD",-76.6086648303,39.3196757751,null,"STREET",null,1
1529971200000,"22:54:00","9S","900 E 41ST ST","SHOOTING","Outside","FIREARM",542,"NORTHERN","PEN LUCY",-76.6035387654,39.3398279648,null,"STREET",null,1
1529971200000,"00:53:00","9S","3700 CLIFTON AV","SHOOTING","Outside","FIREARM",812,"SOUTHWEST","MOUNT HOLLY",-76.6797123124,39.3108226663,null,"STREET",null,1
1529884800000,"21:00:00","9S","2700 QUANTICO AV","SHOOTING","Outside","FIREARM",614,"NORTHWEST","CENTRAL PARK HEIGHTS",-76.664375,39.336781,null,"STREET",null,1
1529884800000,"23:08:00","9S","4300 ERDMAN AV","SHOOTING","Outside","FIREARM",433,"NORTHEAST","ORANGEVILLE INDUSTRIAL AREA",-76.5655557185,39.3115448671,null,"PARKING LOT",null,1
1529884800000,"21:00:00","9S","2700 QUANTICO AV","SHOOTING","Outside","FIREARM",614,"NORTHWEST","CENTRAL PARK HEIGHTS",-76.664375,39.336781,null,"STREET",null,1
1529798400000,"16:40:00","9S","1500 E LANVALE ST","SHOOTING","Outside","FIREARM",343,"EASTERN","OLIVER",-76.5978173342,39.3095152326,null,"STREET","Eastern 1",1
1529798400000,"22:51:00","9S","1200 N POTOMAC ST","SHOOTING","Inside","FIREARM",332,"EASTERN","BEREA",-76.5755843532,39.3051947882,null,"COMMON BUSINESS",null,1
1529625600000,"01:37:00","9S","400 W MULBERRY ST","SHOOTING","Outside","FIREARM",111,"CENTRAL","UPTON",-76.622017,39.293812,null,"PUBLIC AREA",null,1
1529539200000,"03:15:00","9S","2000 W BALTIMORE ST","SHOOTING","Outside","FIREARM",714,"WESTERN","PENROSE/FAYETTE ST OUTREACH",-76.6488864494,39.2881090072,null,"STREET","Tri-District",1
1529452800000,"12:51:00","9S","4400 PENHURST AV","SHOOTING","Outside","FIREARM",621,"NORTHWEST","WEST ARLINGTON",-76.693246652,39.3387210412,null,"PUBLIC AREA",null,1
1529452800000,"23:16:00","9S","4400 ST THOMAS AV","SHOOTING","Outside","FIREARM",443,"NORTHEAST","FRANKFORD",-76.557808,39.329958,null,"STREET",null,1
1529366400000,"11:08:00","9S","2400 LLEWELYN AV","SHOOTING","Outside","FIREARM",331,"EASTERN","BROADWAY EAST",-76.584215,39.307381,null,"STREET",null,1
1529193600000,"16:24:00","9S","1600 MONTPELIER ST","SHOOTING","Outside","FIREARM",411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.5966372641,39.3207387587,null,"STREET",null,1
1529193600000,"02:09:00","9S","1000 N MARTIN LUTHER KING BLVD","SHOOTING","Outside","FIREARM",141,"CENTRAL","MOUNT VERNON",-76.6202184543,39.3018551253,null,"VEHICLE",null,1
1529107200000,"01:13:00","9S","1000 DRUID HILL AV","SHOOTING","Outside","FIREARM",123,"CENTRAL","UPTON",-76.6258981949,39.2998096759,null,"STREET","Central",1
1529107200000,"15:45:00","9S","5400 YORK RD","SHOOTING","Outside","FIREARM",523,"NORTHERN","HOMELAND",-76.6099261103,39.3556536923,null,"STREET",null,1
1529107200000,"01:11:00","9S","1700 W NORTH AV","SHOOTING","Outside","FIREARM",733,"WESTERN","PENN NORTH",-76.645027,39.309976,null,"STREET","Western",1
1529107200000,"23:00:00","9S","1700 MONTPELIER ST","SHOOTING","Outside","FIREARM",411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.5950755849,39.3197683983,null,"STREET",null,1
1529107200000,"01:11:00","9S","1700 W NORTH AV","SHOOTING","Outside","FIREARM",733,"WESTERN","PENN NORTH",-76.645027,39.309976,null,"STREET","Western",1
1528848000000,"12:29:00","9S","1500 WINCHESTER ST","SHOOTING","Outside","FIREARM",743,"WESTERN","SANDTOWN-WINCHESTER",-76.6421690875,39.3023488351,null,"STREET","Central",1
1528761600000,"17:55:00","9S","2700 QUANTICO AV","SHOOTING","Outside","FIREARM",614,"NORTHWEST","CENTRAL PARK HEIGHTS",-76.664375,39.336781,null,"STREET",null,1
1528761600000,"20:19:00","9S","4400 PARK HEIGHTS AV","SHOOTING","Outside","FIREARM",614,"NORTHWEST","CENTRAL PARK HEIGHTS",-76.6665619951,39.3397306892,null,"ALLEY",null,1
1528675200000,"12:50:00","9S","500 S WICKHAM RD","SHOOTING","Inside","FIREARM",833,"SOUTHWEST","BEECHFIELD",-76.696887,39.27766,null,"PUBLIC HOUSING",null,1
1528675200000,"23:47:00","9S","200 S CALHOUN ST","SHOOTING","Outside","FIREARM",935,"SOUTHERN","NEW SOUTHWEST/MOUNT CLARE",-76.6394157369,39.2854463185,null,"STREET","Tri-District",1
1528588800000,"03:40:00","9S","4100 GRAHAM CT","SHOOTING","Outside","FIREARM",911,"SOUTHERN","CURTIS BAY",-76.5883882441,39.227950265,null,"STREET",null,1
1528588800000,"19:23:00","9S","2800 BOARMAN AV","SHOOTING","Outside","FIREARM",613,"NORTHWEST","TOWANDA-GRANTLEY",-76.6678398254,39.337916792,null,"STREET",null,1
1528588800000,"00:49:00","9S","1000 BETHUNE RD","SHOOTING","Outside","FIREARM",922,"SOUTHERN","CHERRY HILL",-76.624935,39.244147,null,"STREET",null,1
1528588800000,"00:49:00","9S","1000 BETHUNE RD","SHOOTING","Outside","FIREARM",922,"SOUTHERN","CHERRY HILL",-76.624935,39.244147,null,"STREET",null,1
1528588800000,"00:49:00","9S","1000 BETHUNE RD","SHOOTING","Outside","FIREARM",922,"SOUTHERN","CHERRY HILL",-76.624935,39.244147,null,"STREET",null,1
1528502400000,"17:50:00","9S","0 N MOUNT ST","SHOOTING","Outside","FIREARM",711,"WESTERN",null,-76.6437599696,39.2883715721,null,"STREET","Tri-District",1
1528502400000,"16:52:00","9S","3300 FRISBY ST","SHOOTING","Outside","FIREARM",543,"NORTHERN","WAVERLY",-76.6063588186,39.328901406,null,"VEHICLE",null,1
1528502400000,"22:15:00","9S","1200 N CAREY ST","SHOOTING","Inside","FIREARM",743,"WESTERN","SANDTOWN-WINCHESTER",-76.638942,39.302549,null,"DWELLING","Central",1
1528416000000,"06:03:00","9S","0 LIGHT ST","SHOOTING","Outside","FIREARM",111,"CENTRAL","DOWNTOWN",-76.6137762855,39.2895477723,null,"COMMON BUSINESS",null,1
1528416000000,"21:50:00","9S","500 CHATEAU AV","SHOOTING","Outside","FIREARM",524,"NORTHERN","DUNBAR",-76.6089901588,39.350841576,null,"STREET",null,1
1528416000000,"23:54:00","9S","3400 EDMONDSON AV","SHOOTING","Outside","FIREARM",844,"SOUTHWEST","ALLENDALE",-76.6743458194,39.2941511464,null,"STREET",null,1
1528329600000,"18:20:00","9S","3600 WOODBINE AV","SHOOTING","Outside","FIREARM",622,"NORTHWEST","HOWARD PARK",-76.6967718299,39.3325805991,null,"PUBLIC AREA",null,1
1528243200000,"22:17:00","9S","5500 BOWLEYS LA","SHOOTING","Outside","FIREARM",443,"NORTHEAST","FRANKFORD",-76.551553,39.318855,null,"STREET",null,1
1528243200000,"22:17:00","9S","5500 BOWLEYS LA","SHOOTING","Outside","FIREARM",443,"NORTHEAST","FRANKFORD",-76.551553,39.318855,null,"STREET",null,1
1528243200000,"00:09:00","9S","1300 S PONCA ST","SHOOTING","Outside","FIREARM",233,"SOUTHEAST","LOCH RAVEN",-76.5544779802,39.2788680439,null,"STREET",null,1
1528156800000,"00:58:00","9S","700 WASHINGTON BLVD","SHOOTING","Outside","FIREARM",931,"SOUTHERN","WASHINGTON VILLAGE",-76.626159,39.283464,null,"PARKING LOT",null,1
1528070400000,"21:49:00","9S","4500 EDMONDSON AV","SHOOTING","Outside","FIREARM",822,"SOUTHWEST","ROGNEL HEIGHTS",-76.6925768955,39.2935076237,null,"STREET",null,1
1528070400000,"03:10:00","9S","3900 KENYON AV","SHOOTING","Inside","FIREARM",432,"NORTHEAST","BELAIR-EDISON",-76.561903,39.316952,null,"DWELLING",null,1
